run,iter,tau,tau_max,trailing_succ,trailing_n,trailing_rate,at_entrance,entrance_succ_cum,entrance_n_cum,entrance_rate_cum,truncated_cum
v27_seed0,0,744,784,2,2,1.0,False,0,4,0.0,0
v27_seed0,1,664,784,0,30,0.0,False,0,7,0.0,13
v27_seed0,2,584,784,1,30,0.03,False,0,10,0.0,31
v27_seed0,3,504,784,0,30,0.0,False,0,17,0.0,55
v27_seed0,4,424,784,0,30,0.0,False,0,24,0.0,99
v27_seed0,5,424,784,3,30,0.1,False,0,43,0.0,147
v27_seed0,6,384,784,1,30,0.03,False,0,67,0.0,189
v27_seed0,7,384,784,1,30,0.03,False,0,91,0.0,244
v27_seed0,8,344,784,2,30,0.07,False,1,102,0.01,293
v27_seed0,9,304,784,0,30,0.0,False,1,114,0.009,347
v27_seed0,10,304,784,0,30,0.0,False,1,130,0.008,405
v27_seed0,11,304,784,0,30,0.0,False,1,142,0.007,462
v27_seed0,12,304,784,0,30,0.0,False,1,159,0.006,520
v27_seed0,13,304,784,1,30,0.03,False,1,173,0.006,579
v27_seed0,14,304,784,0,30,0.0,False,1,184,0.005,638
v27_seed0,15,264,784,0,30,0.0,False,1,194,0.005,692
v27_seed0,16,264,784,0,30,0.0,False,1,200,0.005,749
v27_seed0,17,224,784,0,30,0.0,False,1,215,0.005,801
v27_seed0,18,224,784,0,30,0.0,False,1,232,0.004,856
v27_seed0,19,224,784,0,30,0.0,False,1,244,0.004,913
v27_seed0,20,224,784,2,30,0.07,False,1,248,0.004,969
v27_seed0,21,184,784,0,30,0.0,False,1,257,0.004,1021
v27_seed0,22,104,784,0,4,0.0,False,1,267,0.004,1073
v27_seed0,23,104,784,2,30,0.07,False,1,273,0.004,1131
v27_seed0,24,64,784,0,30,0.0,False,1,282,0.004,1183
v27_seed0,25,64,784,2,30,0.07,False,1,288,0.003,1240
v27_seed0,26,24,784,1,30,0.03,False,1,300,0.003,1295
v27_seed0,27,24,784,2,30,0.07,False,1,309,0.003,1351
v27_seed0,28,24,784,1,30,0.03,False,1,325,0.003,1408
v27_seed0,29,0,784,1,30,0.03,True,3,447,0.007,1463
v27_seed0,30,0,784,1,30,0.03,True,9,583,0.015,1513
v27_seed0,31,0,784,1,30,0.03,True,13,705,0.018,1563
v27_seed0,32,0,784,0,30,0.0,True,22,853,0.026,1611
v27_seed0,33,0,784,3,30,0.1,True,29,984,0.029,1670
v27_seed0,34,0,784,3,30,0.1,True,33,1098,0.03,1721
v27_seed0,35,0,784,2,30,0.07,True,41,1227,0.033,1772
v27_seed0,36,0,784,1,30,0.03,True,49,1333,0.037,1822
v27_seed0,37,0,784,4,30,0.13,True,52,1435,0.036,1869
v27_seed0,38,0,784,5,30,0.17,True,59,1544,0.038,1920
v27_seed0,39,0,784,5,30,0.17,True,72,1664,0.043,1968
v27_seed0,40,0,784,7,30,0.23,True,84,1753,0.048,2019
v27_seed0,41,0,784,8,30,0.27,True,97,1833,0.053,2069
v27_seed0,42,0,784,6,30,0.2,True,108,1927,0.056,2111
v27_seed0,43,0,784,9,30,0.3,True,129,2028,0.064,2147
v27_seed0,44,0,784,8,30,0.27,True,141,2118,0.067,2190
v27_seed0,45,0,784,11,30,0.37,True,160,2210,0.072,2230
v27_seed0,46,0,784,10,30,0.33,True,177,2290,0.077,2274
v27_seed0,47,0,784,8,30,0.27,True,191,2380,0.08,2315
v27_seed0,48,0,784,4,30,0.13,True,209,2491,0.084,2352
v27_seed0,49,0,784,10,30,0.33,True,229,2570,0.089,2385
v27_seed0,50,0,784,10,30,0.33,True,245,2645,0.093,2428
v27_seed0,51,0,784,9,30,0.3,True,262,2724,0.096,2469
v27_seed0,52,0,784,12,30,0.4,True,277,2798,0.099,2510
v27_seed0,53,0,784,16,30,0.53,True,307,2867,0.107,2549
v27_seed0,54,0,784,7,30,0.23,True,326,2929,0.111,2595
v27_seed0,55,0,784,15,30,0.5,True,357,3016,0.118,2624
v27_seed0,56,0,784,11,30,0.37,True,377,3080,0.122,2669
v27_seed0,57,0,784,15,30,0.5,True,403,3146,0.128,2707
v27_seed0,58,0,784,19,30,0.63,True,423,3199,0.132,2746
v27_seed0,59,0,784,13,30,0.43,True,440,3262,0.135,2788
v27_seed0,60,0,784,16,30,0.53,True,464,3319,0.14,2829
v27_seed0,61,0,784,15,30,0.5,True,490,3384,0.145,2865
v27_seed0,62,0,784,11,30,0.37,True,515,3465,0.149,2900
v27_seed0,63,0,784,16,30,0.53,True,539,3542,0.152,2937
v27_seed0,64,0,784,16,30,0.53,True,563,3604,0.156,2980
v27_seed0,65,0,784,19,30,0.63,True,586,3664,0.16,3017
v27_seed0,66,0,784,15,30,0.5,True,615,3729,0.165,3053
v27_seed0,67,0,784,11,30,0.37,True,638,3790,0.168,3094
v27_seed0,68,0,784,11,30,0.37,True,667,3851,0.173,3131
v27_seed0,69,0,784,14,30,0.47,True,695,3922,0.177,3168
v27_seed0,70,0,784,12,30,0.4,True,720,3997,0.18,3212
v27_seed0,71,0,784,10,30,0.33,True,743,4077,0.182,3253
v27_seed0,72,0,784,11,30,0.37,True,758,4154,0.182,3294
v27_seed0,73,0,784,10,30,0.33,True,781,4237,0.184,3330
v27_seed0,74,0,784,11,30,0.37,True,805,4311,0.187,3369
v27_seed0,75,0,784,11,30,0.37,True,831,4396,0.189,3407
v27_seed0,76,0,784,5,30,0.17,True,846,4481,0.189,3449
v27_seed0,77,0,784,9,30,0.3,True,874,4552,0.192,3480
v27_seed0,78,0,784,15,30,0.5,True,897,4629,0.194,3517
v27_seed0,79,0,784,11,30,0.37,True,922,4710,0.196,3557
v27_seed0,80,0,784,8,30,0.27,True,937,4789,0.196,3601
v27_seed0,81,0,784,11,30,0.37,True,960,4875,0.197,3641
v27_seed0,82,0,784,9,30,0.3,True,985,4962,0.199,3682
v27_seed0,83,0,784,9,30,0.3,True,1008,5027,0.201,3728
v27_seed0,84,0,784,11,30,0.37,True,1023,5092,0.201,3774
v27_seed0,85,0,784,7,30,0.23,True,1038,5162,0.201,3815
v27_seed0,86,0,784,4,30,0.13,True,1051,5237,0.201,3863
v27_seed0,87,0,784,1,30,0.03,True,1057,5335,0.198,3908
v27_seed0,88,0,784,2,30,0.07,True,1068,5411,0.197,3949
v27_seed0,89,0,784,2,30,0.07,True,1082,5485,0.197,3987
v27_seed0,90,0,784,9,30,0.3,True,1093,5559,0.197,4034
v27_seed0,91,0,784,3,30,0.1,True,1106,5636,0.196,4077
v27_seed0,92,0,784,4,30,0.13,True,1114,5716,0.195,4119
v27_seed0,93,0,784,4,30,0.13,True,1126,5800,0.194,4162
v27_seed0,94,0,784,0,30,0.0,True,1135,5880,0.193,4209
v27_seed0,95,0,784,2,30,0.07,True,1143,5956,0.192,4255
v27_seed0,96,0,784,2,30,0.07,True,1152,6047,0.191,4304
v27_seed0,97,0,784,2,30,0.07,True,1157,6136,0.189,4354
v27_seed0,98,0,784,5,30,0.17,True,1165,6234,0.187,4404
v27_seed0,99,0,784,10,30,0.33,True,1175,6319,0.186,4447
v27_seed0,100,0,784,7,30,0.23,True,1190,6396,0.186,4492
v27_seed0,101,0,784,5,30,0.17,True,1208,6485,0.186,4528
v27_seed0,102,0,784,5,30,0.17,True,1224,6589,0.186,4571
v27_seed0,103,0,784,7,30,0.23,True,1235,6669,0.185,4617
v27_seed0,104,0,784,5,30,0.17,True,1253,6764,0.185,4657
v27_seed0,105,0,784,7,30,0.23,True,1266,6841,0.185,4698
v27_seed0,106,0,784,8,30,0.27,True,1287,6930,0.186,4741
v27_seed0,107,0,784,9,30,0.3,True,1305,7024,0.186,4781
v27_seed0,108,0,784,10,30,0.33,True,1321,7109,0.186,4824
v27_seed0,109,0,784,8,30,0.27,True,1344,7187,0.187,4865
v27_seed0,110,0,784,13,30,0.43,True,1364,7264,0.188,4907
v27_seed0,111,0,784,17,30,0.57,True,1378,7341,0.188,4946
v27_seed0,112,0,784,7,30,0.23,True,1391,7442,0.187,4986
v27_seed0,113,0,784,4,30,0.13,True,1408,7530,0.187,5028
v27_seed0,114,0,784,5,30,0.17,True,1427,7607,0.188,5067
v27_seed0,115,0,784,5,30,0.17,True,1445,7705,0.188,5105
v27_seed0,116,0,784,3,30,0.1,True,1451,7797,0.186,5150
v27_seed0,117,0,784,2,30,0.07,True,1467,7904,0.186,5196
v27_seed0,118,0,784,6,30,0.2,True,1475,7984,0.185,5245
v27_seed0,119,0,784,3,30,0.1,True,1488,8101,0.184,5289
v27_seed0,120,0,784,5,30,0.17,True,1494,8192,0.182,5342
v27_seed0,121,0,784,2,30,0.07,True,1506,8289,0.182,5388
v27_seed0,122,0,784,6,30,0.2,True,1513,8384,0.18,5434
v27_seed0,123,0,784,9,30,0.3,True,1522,8485,0.179,5481
v27_seed0,124,0,784,3,30,0.1,True,1531,8573,0.179,5533
v27_seed0,125,0,784,4,30,0.13,True,1537,8678,0.177,5580
v27_seed0,126,0,784,3,30,0.1,True,1544,8777,0.176,5631
v27_seed0,127,0,784,2,30,0.07,True,1552,8883,0.175,5680
v27_seed0,128,0,784,3,30,0.1,True,1555,8993,0.173,5729
v27_seed0,129,0,784,1,30,0.03,True,1563,9093,0.172,5779
v27_seed0,130,0,784,5,30,0.17,True,1569,9188,0.171,5826
v27_seed0,131,0,784,4,30,0.13,True,1576,9283,0.17,5874
v27_seed0,132,0,784,2,30,0.07,True,1585,9384,0.169,5919
v27_seed0,133,0,784,3,30,0.1,True,1591,9470,0.168,5970
v27_seed0,134,0,784,0,30,0.0,True,1599,9555,0.167,6020
v27_seed0,135,0,784,0,30,0.0,True,1608,9666,0.166,6064
v27_seed0,136,0,784,1,30,0.03,True,1614,9780,0.165,6115
v27_seed0,137,0,784,1,30,0.03,True,1617,9892,0.163,6166
v27_seed0,138,0,784,1,30,0.03,True,1619,10010,0.162,6221
v27_seed0,139,0,784,4,30,0.13,True,1628,10118,0.161,6272
v27_seed0,140,0,784,2,30,0.07,True,1638,10225,0.16,6322
v27_seed0,141,0,784,3,30,0.1,True,1644,10313,0.159,6378
v27_seed0,142,0,784,1,30,0.03,True,1648,10418,0.158,6425
v27_seed0,143,0,784,2,30,0.07,True,1657,10510,0.158,6478
v27_seed0,144,0,784,1,30,0.03,True,1659,10635,0.156,6532
v27_seed0,145,0,784,3,30,0.1,True,1661,10735,0.155,6585
v27_seed0,146,0,784,0,30,0.0,True,1664,10792,0.154,6642
v27_seed0,147,0,784,0,30,0.0,True,1666,10864,0.153,6699
v27_seed0,148,0,784,0,30,0.0,True,1667,10959,0.152,6758
v27_seed0,149,0,784,1,30,0.03,True,1670,11028,0.151,6812
v27_seed0,150,0,784,0,30,0.0,True,1674,11111,0.151,6867
v27_seed0,151,0,784,0,30,0.0,True,1679,11188,0.15,6921
v27_seed0,152,0,784,0,30,0.0,True,1682,11275,0.149,6971
v27_seed0,153,0,784,1,30,0.03,True,1684,11369,0.148,7025
v27_seed0,154,0,784,1,30,0.03,True,1687,11464,0.147,7078
v27_seed0,155,0,784,0,30,0.0,True,1690,11567,0.146,7135
v27_seed0,156,0,784,0,30,0.0,True,1694,11684,0.145,7190
v27_seed0,157,0,784,1,30,0.03,True,1695,11797,0.144,7246
v27_seed0,158,0,784,0,30,0.0,True,1698,11901,0.143,7301
v27_seed0,159,0,784,0,30,0.0,True,1700,12038,0.141,7354
v27_seed0,160,0,784,1,30,0.03,True,1702,12162,0.14,7411
v27_seed0,161,0,784,0,30,0.0,True,1707,12265,0.139,7466
v27_seed0,162,0,784,0,30,0.0,True,1712,12361,0.139,7519
v27_seed0,163,0,784,0,30,0.0,True,1714,12452,0.138,7573
v27_seed0,164,0,784,1,30,0.03,True,1716,12540,0.137,7628
v27_seed0,165,0,784,0,30,0.0,True,1719,12637,0.136,7682
v27_seed0,166,0,784,0,30,0.0,True,1722,12747,0.135,7734
v27_seed0,167,0,784,0,30,0.0,True,1723,12847,0.134,7792
v27_seed0,168,0,784,0,30,0.0,True,1728,12933,0.134,7847
v27_seed0,169,0,784,0,30,0.0,True,1729,13034,0.133,7903
v27_seed0,170,0,784,0,30,0.0,True,1733,13131,0.132,7955
v27_seed0,171,0,784,0,30,0.0,True,1738,13229,0.131,8008
v27_seed0,172,0,784,1,30,0.03,True,1743,13324,0.131,8058
v27_seed0,173,0,784,3,30,0.1,True,1744,13401,0.13,8115
v27_seed0,174,0,784,2,30,0.07,True,1744,13490,0.129,8173
v27_seed0,175,0,784,1,30,0.03,True,1747,13573,0.129,8226
v27_seed0,176,0,784,1,30,0.03,True,1750,13659,0.128,8282
v27_seed0,177,0,784,1,30,0.03,True,1751,13751,0.127,8341
v27_seed0,178,0,784,0,30,0.0,True,1755,13844,0.127,8396
v27_seed0,179,0,784,1,30,0.03,True,1757,13932,0.126,8454
v27_seed0,180,0,784,0,30,0.0,True,1760,14019,0.126,8511
v27_seed0,181,0,784,0,30,0.0,True,1763,14097,0.125,8567
v27_seed0,182,0,784,0,30,0.0,True,1765,14182,0.124,8623
v27_seed0,183,0,784,1,30,0.03,True,1767,14269,0.124,8680
v27_seed0,184,0,784,1,30,0.03,True,1770,14365,0.123,8732
v27_seed0,185,0,784,1,30,0.03,True,1772,14451,0.123,8786
v27_seed0,186,0,784,1,30,0.03,True,1777,14568,0.122,8841
v27_seed0,187,0,784,0,30,0.0,True,1780,14656,0.121,8896
v27_seed0,188,0,784,1,30,0.03,True,1784,14774,0.121,8950
v27_seed0,189,0,784,1,30,0.03,True,1786,14867,0.12,9009
v27_seed0,190,0,784,0,30,0.0,True,1787,14960,0.119,9068
v27_seed0,191,0,784,0,30,0.0,True,1790,15048,0.119,9124
v27_seed0,192,0,784,0,30,0.0,True,1791,15140,0.118,9182
v27_seed0,193,0,784,2,30,0.07,True,1795,15230,0.118,9234
v27_seed0,194,0,784,0,30,0.0,True,1795,15309,0.117,9290
v27_seed0,195,0,784,2,30,0.07,True,1797,15407,0.117,9345
v27_seed0,196,0,784,0,30,0.0,True,1798,15503,0.116,9402
v27_seed0,197,0,784,1,30,0.03,True,1798,15588,0.115,9459
v27_seed0,198,0,784,0,30,0.0,True,1799,15688,0.115,9518
v27_seed0,199,0,784,0,30,0.0,True,1803,15789,0.114,9572
v27_seed0,200,0,784,1,30,0.03,True,1804,15888,0.114,9630
v27_seed0,201,0,784,0,30,0.0,True,1806,15981,0.113,9690
v27_seed0,202,0,784,0,30,0.0,True,1807,16079,0.112,9749
v27_seed0,203,0,784,0,30,0.0,True,1809,16165,0.112,9807
v27_seed0,204,0,784,0,30,0.0,True,1809,16265,0.111,9866
v27_seed0,205,0,784,1,30,0.03,True,1810,16369,0.111,9924
v27_seed0,206,0,784,0,30,0.0,True,1810,16464,0.11,9983
v27_seed0,207,0,784,0,30,0.0,True,1811,16582,0.109,10040
v27_seed0,208,0,784,0,30,0.0,True,1812,16693,0.109,10099
v27_seed0,209,0,784,0,30,0.0,True,1812,16794,0.108,10159
v27_seed0,210,0,784,0,30,0.0,True,1813,16888,0.107,10216
v27_seed0,211,0,784,0,30,0.0,True,1814,16977,0.107,10273
v27_seed0,212,0,784,0,30,0.0,True,1815,17086,0.106,10332
v27_seed0,213,0,784,0,30,0.0,True,1816,17198,0.106,10390
v27_seed0,214,0,784,0,30,0.0,True,1818,17301,0.105,10449
v27_seed0,215,0,784,0,30,0.0,True,1819,17415,0.104,10508
v27_seed0,216,0,784,1,30,0.03,True,1819,17498,0.104,10566
v27_seed0,217,0,784,0,30,0.0,True,1822,17589,0.104,10623
v27_seed0,218,0,784,1,30,0.03,True,1823,17662,0.103,10681
v27_seed0,219,0,784,1,30,0.03,True,1823,17747,0.103,10740
v27_seed0,220,0,784,0,30,0.0,True,1824,17827,0.102,10799
v27_seed0,221,0,784,2,30,0.07,True,1828,17919,0.102,10854
v27_seed0,222,0,784,0,30,0.0,True,1830,17996,0.102,10911
v27_seed0,223,0,784,0,30,0.0,True,1833,18086,0.101,10968
v27_seed0,224,0,784,0,30,0.0,True,1833,18175,0.101,11025
v27_seed0,225,0,784,0,30,0.0,True,1836,18248,0.101,11083
v27_seed0,226,0,784,1,30,0.03,True,1836,18320,0.1,11139
v27_seed0,227,0,784,0,30,0.0,True,1836,18401,0.1,11197
v27_seed0,228,0,784,1,30,0.03,True,1838,18473,0.099,11256
v27_seed0,229,0,784,0,30,0.0,True,1839,18557,0.099,11312
v27_seed0,230,0,784,4,30,0.13,True,1846,18626,0.099,11364
v27_seed0,231,0,784,0,30,0.0,True,1849,18721,0.099,11419
v27_seed0,232,0,784,2,30,0.07,True,1854,18806,0.099,11473
v27_seed0,233,0,784,1,30,0.03,True,1855,18913,0.098,11531
v27_seed0,234,0,784,3,30,0.1,True,1857,19005,0.098,11587
v27_seed0,235,0,784,3,30,0.1,True,1858,19087,0.097,11644
v27_seed0,236,0,784,0,30,0.0,True,1859,19190,0.097,11699
v27_seed0,237,0,784,0,30,0.0,True,1860,19273,0.097,11756
v27_seed0,238,0,784,0,30,0.0,True,1863,19346,0.096,11813
v27_seed0,239,0,784,0,30,0.0,True,1865,19440,0.096,11871
v27_seed0,240,0,784,1,30,0.03,True,1866,19534,0.096,11927
v27_seed0,241,0,784,1,30,0.03,True,1867,19609,0.095,11984
v27_seed0,242,0,784,0,30,0.0,True,1867,19719,0.095,12042
v27_seed0,243,0,784,2,30,0.07,True,1871,19812,0.094,12096
v27_seed0,244,0,784,0,30,0.0,True,1871,19906,0.094,12156
v27_seed0,245,0,784,1,30,0.03,True,1871,19993,0.094,12214
v27_seed0,246,0,784,0,30,0.0,True,1871,20089,0.093,12273
v27_seed0,247,0,784,0,30,0.0,True,1872,20189,0.093,12332
v27_seed0,248,0,784,0,30,0.0,True,1872,20259,0.092,12392
v27_seed0,249,0,784,0,30,0.0,True,1872,20332,0.092,12452
v27_seed1,0,744,784,0,0,0.0,False,0,2,0.0,0
v27_seed1,1,664,784,0,0,0.0,False,0,6,0.0,14
v27_seed1,2,624,784,4,30,0.13,False,0,12,0.0,30
v27_seed1,3,544,784,0,30,0.0,False,0,16,0.0,58
v27_seed1,4,464,784,0,30,0.0,False,0,22,0.0,105
v27_seed1,5,384,784,0,30,0.0,False,0,34,0.0,145
v27_seed1,6,384,784,0,30,0.0,False,0,50,0.0,195
v27_seed1,7,344,784,0,30,0.0,False,0,64,0.0,247
v27_seed1,8,304,784,0,30,0.0,False,0,74,0.0,300
v27_seed1,9,304,784,0,30,0.0,False,0,85,0.0,360
v27_seed1,10,304,784,0,30,0.0,False,0,101,0.0,419
v27_seed1,11,304,784,0,30,0.0,False,0,113,0.0,476
v27_seed1,12,304,784,0,30,0.0,False,0,129,0.0,536
v27_seed1,13,304,784,0,30,0.0,False,0,142,0.0,596
v27_seed1,14,304,784,1,30,0.03,False,0,156,0.0,652
v27_seed1,15,304,784,0,30,0.0,False,0,165,0.0,708
v27_seed1,16,304,784,2,30,0.07,False,0,179,0.0,764
v27_seed1,17,264,784,1,30,0.03,False,0,185,0.0,813
v27_seed1,18,224,784,3,30,0.1,False,0,194,0.0,868
v27_seed1,19,184,784,1,30,0.03,False,0,205,0.0,923
v27_seed1,20,144,784,2,30,0.07,False,0,208,0.0,973
v27_seed1,21,104,784,2,30,0.07,False,0,221,0.0,1026
v27_seed1,22,64,784,0,30,0.0,False,0,227,0.0,1069
v27_seed1,23,24,784,0,2,0.0,False,0,237,0.0,1124
v27_seed1,24,24,784,1,30,0.03,False,0,247,0.0,1177
v27_seed1,25,0,784,1,30,0.03,True,0,403,0.0,1231
v27_seed1,26,0,784,2,30,0.07,True,6,556,0.011,1285
v27_seed1,27,0,784,1,30,0.03,True,12,706,0.017,1336
v27_seed1,28,0,784,1,30,0.03,True,23,819,0.028,1383
v27_seed1,29,0,784,2,30,0.07,True,30,964,0.031,1435
v27_seed1,30,0,784,5,30,0.17,True,39,1089,0.036,1489
v27_seed1,31,0,784,3,30,0.1,True,50,1216,0.041,1541
v27_seed1,32,0,784,4,30,0.13,True,55,1321,0.042,1591
v27_seed1,33,0,784,4,30,0.13,True,68,1432,0.047,1639
v27_seed1,34,0,784,6,30,0.2,True,77,1521,0.051,1691
v27_seed1,35,0,784,3,30,0.1,True,92,1629,0.056,1737
v27_seed1,36,0,784,8,30,0.27,True,108,1712,0.063,1779
v27_seed1,37,0,784,9,30,0.3,True,121,1798,0.067,1821
v27_seed1,38,0,784,13,30,0.43,True,139,1871,0.074,1860
v27_seed1,39,0,784,13,30,0.43,True,151,1935,0.078,1905
v27_seed1,40,0,784,6,30,0.2,True,173,2009,0.086,1941
v27_seed1,41,0,784,11,30,0.37,True,199,2077,0.096,1975
v27_seed1,42,0,784,7,30,0.23,True,214,2150,0.1,2018
v27_seed1,43,0,784,12,30,0.4,True,238,2227,0.107,2053
v27_seed1,44,0,784,10,30,0.33,True,256,2295,0.112,2092
v27_seed1,45,0,784,13,30,0.43,True,280,2363,0.118,2126
v27_seed1,46,0,784,16,30,0.53,True,302,2424,0.125,2162
v27_seed1,47,0,784,13,30,0.43,True,319,2475,0.129,2200
v27_seed1,48,0,784,14,30,0.47,True,358,2543,0.141,2227
v27_seed1,49,0,784,13,30,0.43,True,390,2599,0.15,2263
v27_seed1,50,0,784,23,30,0.77,True,414,2648,0.156,2302
v27_seed1,51,0,784,12,30,0.4,True,448,2717,0.165,2344
v27_seed1,52,0,784,11,30,0.37,True,471,2777,0.17,2387
v27_seed1,53,0,784,13,30,0.43,True,492,2832,0.174,2421
v27_seed1,54,0,784,17,30,0.57,True,518,2896,0.179,2454
v27_seed1,55,0,784,13,30,0.43,True,543,2961,0.183,2496
v27_seed1,56,0,784,16,30,0.53,True,568,3021,0.188,2537
v27_seed1,57,0,784,23,30,0.77,True,598,3068,0.195,2577
v27_seed1,58,0,784,13,30,0.43,True,627,3122,0.201,2624
v27_seed1,59,0,784,23,30,0.77,True,650,3165,0.205,2667
v27_seed1,60,0,784,18,30,0.6,True,679,3226,0.21,2709
v27_seed1,61,0,784,15,30,0.5,True,702,3290,0.213,2752
v27_seed1,62,0,784,14,30,0.47,True,724,3345,0.216,2795
v27_seed1,63,0,784,17,30,0.57,True,757,3416,0.222,2827
v27_seed1,64,0,784,22,30,0.73,True,785,3471,0.226,2869
v27_seed1,65,0,784,20,30,0.67,True,805,3519,0.229,2914
v27_seed1,66,0,784,22,30,0.73,True,834,3562,0.234,2956
v27_seed1,67,0,784,26,30,0.87,True,856,3600,0.238,2999
v27_seed1,68,0,784,26,30,0.87,True,885,3642,0.243,3045
v27_seed1,69,0,784,27,30,0.9,True,910,3682,0.247,3093
v27_seed1,70,0,784,26,30,0.87,True,935,3725,0.251,3140
v27_seed1,71,0,784,22,30,0.73,True,959,3760,0.255,3186
v27_seed1,72,0,784,27,30,0.9,True,987,3805,0.259,3229
v27_seed1,73,0,784,17,30,0.57,True,1014,3852,0.263,3278
v27_seed1,74,0,784,26,30,0.87,True,1050,3899,0.269,3320
v27_seed1,75,0,784,20,30,0.67,True,1071,3936,0.272,3372
v27_seed1,76,0,784,18,30,0.6,True,1099,3979,0.276,3413
v27_seed1,77,0,784,20,30,0.67,True,1129,4025,0.28,3453
v27_seed1,78,0,784,29,30,0.97,True,1160,4067,0.285,3495
v27_seed1,79,0,784,21,30,0.7,True,1180,4108,0.287,3546
v27_seed1,80,0,784,22,30,0.73,True,1208,4154,0.291,3586
v27_seed1,81,0,784,21,30,0.7,True,1227,4195,0.292,3632
v27_seed1,82,0,784,14,30,0.47,True,1258,4251,0.296,3671
v27_seed1,83,0,784,18,30,0.6,True,1290,4304,0.3,3710
v27_seed1,84,0,784,20,30,0.67,True,1317,4347,0.303,3752
v27_seed1,85,0,784,20,30,0.67,True,1344,4394,0.306,3794
v27_seed1,86,0,784,20,30,0.67,True,1371,4443,0.309,3834
v27_seed1,87,0,784,19,30,0.63,True,1398,4490,0.311,3872
v27_seed1,88,0,784,19,30,0.63,True,1427,4543,0.314,3912
v27_seed1,89,0,784,19,30,0.63,True,1453,4599,0.316,3952
v27_seed1,90,0,784,13,30,0.43,True,1485,4663,0.318,3988
v27_seed1,91,0,784,17,30,0.57,True,1522,4728,0.322,4025
v27_seed1,92,0,784,23,30,0.77,True,1550,4787,0.324,4067
v27_seed1,93,0,784,24,30,0.8,True,1573,4840,0.325,4110
v27_seed1,94,0,784,23,30,0.77,True,1595,4887,0.326,4154
v27_seed1,95,0,784,15,30,0.5,True,1625,4945,0.329,4194
v27_seed1,96,0,784,15,30,0.5,True,1657,4993,0.332,4238
v27_seed1,97,0,784,18,30,0.6,True,1683,5044,0.334,4281
v27_seed1,98,0,784,20,30,0.67,True,1704,5093,0.335,4318
v27_seed1,99,0,784,15,30,0.5,True,1735,5165,0.336,4353
v27_seed1,100,0,784,18,30,0.6,True,1766,5225,0.338,4392
v27_seed1,101,0,784,18,30,0.6,True,1791,5288,0.339,4435
v27_seed1,102,0,784,15,30,0.5,True,1811,5353,0.338,4473
v27_seed1,103,0,784,18,30,0.6,True,1837,5413,0.339,4507
v27_seed1,104,0,784,17,30,0.57,True,1862,5465,0.341,4547
v27_seed1,105,0,784,13,30,0.43,True,1885,5538,0.34,4588
v27_seed1,106,0,784,19,30,0.63,True,1907,5588,0.341,4628
v27_seed1,107,0,784,16,30,0.53,True,1927,5649,0.341,4666
v27_seed1,108,0,784,15,30,0.5,True,1952,5721,0.341,4700
v27_seed1,109,0,784,18,30,0.6,True,1977,5783,0.342,4739
v27_seed1,110,0,784,6,30,0.2,True,1999,5862,0.341,4777
v27_seed1,111,0,784,9,30,0.3,True,2022,5931,0.341,4811
v27_seed1,112,0,784,14,30,0.47,True,2042,6004,0.34,4849
v27_seed1,113,0,784,16,30,0.53,True,2059,6055,0.34,4892
v27_seed1,114,0,784,12,30,0.4,True,2079,6116,0.34,4929
v27_seed1,115,0,784,10,30,0.33,True,2105,6194,0.34,4963
v27_seed1,116,0,784,16,30,0.53,True,2129,6249,0.341,4997
v27_seed1,117,0,784,6,30,0.2,True,2154,6321,0.341,5036
v27_seed1,118,0,784,7,30,0.23,True,2170,6397,0.339,5073
v27_seed1,119,0,784,8,30,0.27,True,2192,6468,0.339,5112
v27_seed1,120,0,784,9,30,0.3,True,2216,6549,0.338,5153
v27_seed1,121,0,784,10,30,0.33,True,2243,6624,0.339,5187
v27_seed1,122,0,784,11,30,0.37,True,2257,6698,0.337,5229
v27_seed1,123,0,784,9,30,0.3,True,2266,6766,0.335,5275
v27_seed1,124,0,784,5,30,0.17,True,2282,6830,0.334,5316
v27_seed1,125,0,784,11,30,0.37,True,2301,6902,0.333,5354
v27_seed1,126,0,784,12,30,0.4,True,2322,6981,0.333,5394
v27_seed1,127,0,784,3,30,0.1,True,2342,7060,0.332,5436
v27_seed1,128,0,784,11,30,0.37,True,2360,7140,0.331,5473
v27_seed1,129,0,784,16,30,0.53,True,2374,7213,0.329,5517
v27_seed1,130,0,784,9,30,0.3,True,2393,7296,0.328,5557
v27_seed1,131,0,784,6,30,0.2,True,2404,7369,0.326,5599
v27_seed1,132,0,784,12,30,0.4,True,2425,7441,0.326,5639
v27_seed1,133,0,784,11,30,0.37,True,2447,7525,0.325,5676
v27_seed1,134,0,784,11,30,0.37,True,2463,7609,0.324,5723
v27_seed1,135,0,784,8,30,0.27,True,2477,7677,0.323,5770
v27_seed1,136,0,784,16,30,0.53,True,2494,7754,0.322,5807
v27_seed1,137,0,784,10,30,0.33,True,2510,7840,0.32,5847
v27_seed1,138,0,784,5,30,0.17,True,2532,7935,0.319,5884
v27_seed1,139,0,784,7,30,0.23,True,2551,8011,0.318,5925
v27_seed1,140,0,784,8,30,0.27,True,2566,8094,0.317,5964
v27_seed1,141,0,784,6,30,0.2,True,2590,8174,0.317,6000
v27_seed1,142,0,784,4,30,0.13,True,2604,8234,0.316,6042
v27_seed1,143,0,784,3,30,0.1,True,2620,8290,0.316,6084
