run,iter,tau,tau_max,trailing_succ,trailing_n,trailing_rate,at_entrance,entrance_succ_cum,entrance_n_cum,entrance_rate_cum,truncated_cum
v28_seed2,202,0,784,0,30,0.0,True,2763,13843,0.2,8495
v28_seed2,203,0,784,0,30,0.0,True,2763,13919,0.199,8555
v28_seed2,204,0,784,0,30,0.0,True,2763,13997,0.197,8614
v28_seed2,205,0,784,0,30,0.0,True,2763,14072,0.196,8674
v28_seed2,206,0,784,0,30,0.0,True,2763,14155,0.195,8734
v28_seed2,207,0,784,0,30,0.0,True,2763,14258,0.194,8794
v28_seed2,208,0,784,0,30,0.0,True,2764,14334,0.193,8853
v28_seed2,209,0,784,0,30,0.0,True,2764,14413,0.192,8913
v28_seed2,210,0,784,0,30,0.0,True,2764,14494,0.191,8972
v28_seed2,211,0,784,0,30,0.0,True,2764,14558,0.19,9032
v28_seed2,212,0,784,0,30,0.0,True,2764,14633,0.189,9092
v28_seed2,213,0,784,0,30,0.0,True,2764,14734,0.188,9152
v28_seed2,214,0,784,0,30,0.0,True,2764,14823,0.186,9212
v28_seed2,215,0,784,0,30,0.0,True,2764,14906,0.185,9271
v28_seed2,216,0,784,0,30,0.0,True,2764,14983,0.184,9331
v28_seed2,217,0,784,0,30,0.0,True,2765,15082,0.183,9390
v28_seed2,218,0,784,0,30,0.0,True,2765,15167,0.182,9450
v28_seed2,219,0,784,0,30,0.0,True,2765,15266,0.181,9510
v28_seed2,220,0,784,0,30,0.0,True,2765,15357,0.18,9570
v28_seed2,221,0,784,0,30,0.0,True,2765,15439,0.179,9630
v28_seed2,222,0,784,1,30,0.03,True,2765,15532,0.178,9690
v28_seed2,223,0,784,0,30,0.0,True,2765,15611,0.177,9750
v28_seed2,224,0,784,0,30,0.0,True,2765,15670,0.176,9810
v28_seed2,225,0,784,0,30,0.0,True,2765,15760,0.175,9870
v28_seed2,226,0,784,0,30,0.0,True,2765,15834,0.175,9930
v28_seed2,227,0,784,0,30,0.0,True,2765,15884,0.174,9990
v28_seed2,228,0,784,0,30,0.0,True,2765,15949,0.173,10050
v28_seed2,229,0,784,0,30,0.0,True,2766,16016,0.173,10109
v28_seed2,230,0,784,0,30,0.0,True,2766,16082,0.172,10169
v28_seed2,231,0,784,0,30,0.0,True,2766,16135,0.171,10229
v28_seed2,232,0,784,0,30,0.0,True,2766,16199,0.171,10289
v28_seed2,233,0,784,1,30,0.03,True,2766,16264,0.17,10348
v28_seed2,234,0,784,0,30,0.0,True,2766,16336,0.169,10408
v28_seed2,235,0,784,0,30,0.0,True,2766,16399,0.169,10468
v28_seed2,236,0,784,0,30,0.0,True,2766,16452,0.168,10527
v28_seed2,237,0,784,0,30,0.0,True,2766,16509,0.168,10587
v28_seed2,238,0,784,0,30,0.0,True,2767,16567,0.167,10646
v28_seed2,239,0,784,0,30,0.0,True,2767,16637,0.166,10706
v28_seed2,240,0,784,0,30,0.0,True,2767,16716,0.166,10766
v28_seed2,241,0,784,0,30,0.0,True,2767,16784,0.165,10825
v28_seed2,242,0,784,1,30,0.03,True,2767,16875,0.164,10884
v28_seed2,243,0,784,0,30,0.0,True,2769,16950,0.163,10943
v28_seed2,244,0,784,1,30,0.03,True,2769,17022,0.163,11003
v28_seed2,245,0,784,0,30,0.0,True,2769,17093,0.162,11063
v28_seed2,246,0,784,1,30,0.03,True,2770,17164,0.161,11122
v28_seed2,247,0,784,0,30,0.0,True,2770,17232,0.161,11182
v28_seed2,248,0,784,0,30,0.0,True,2771,17312,0.16,11239
v28_seed2,249,0,784,0,30,0.0,True,2771,17382,0.159,11299
v28_seed3,0,744,784,0,0,0.0,False,0,4,0.0,0
v28_seed3,1,704,784,24,25,0.96,False,0,4,0.0,12
v28_seed3,2,624,784,1,30,0.03,False,0,8,0.0,33
v28_seed3,3,544,784,0,30,0.0,False,0,15,0.0,59
v28_seed3,4,464,784,0,22,0.0,False,0,26,0.0,98
v28_seed3,5,424,784,2,30,0.07,False,0,35,0.0,132
v28_seed3,6,384,784,1,30,0.03,False,0,55,0.0,173
v28_seed3,7,344,784,1,30,0.03,False,0,70,0.0,220
v28_seed3,8,344,784,1,30,0.03,False,0,87,0.0,277
v28_seed3,9,344,784,0,30,0.0,False,0,106,0.0,334
v28_seed3,10,344,784,2,30,0.07,False,0,120,0.0,389
v28_seed3,11,304,784,0,30,0.0,False,0,132,0.0,442
v28_seed3,12,264,784,0,30,0.0,False,0,141,0.0,493
v28_seed3,13,264,784,0,30,0.0,False,0,155,0.0,549
v28_seed3,14,264,784,1,30,0.03,False,0,167,0.0,604
v28_seed3,15,224,784,3,30,0.1,False,0,178,0.0,658
v28_seed3,16,184,784,1,30,0.03,False,0,189,0.0,710
v28_seed3,17,144,784,0,30,0.0,False,0,192,0.0,764
v28_seed3,18,144,784,2,30,0.07,False,0,203,0.0,820
v28_seed3,19,104,784,1,30,0.03,False,0,212,0.0,874
v28_seed3,20,64,784,2,30,0.07,False,0,218,0.0,929
v28_seed3,21,64,784,2,30,0.07,False,1,226,0.004,988
v28_seed3,22,24,784,2,30,0.07,False,1,241,0.004,1043
v28_seed3,23,0,784,1,30,0.03,True,4,375,0.011,1094
v28_seed3,24,0,784,1,30,0.03,True,5,509,0.01,1151
v28_seed3,25,0,784,4,30,0.13,True,10,633,0.016,1204
v28_seed3,26,0,784,2,30,0.07,True,13,760,0.017,1257
v28_seed3,27,0,784,1,30,0.03,True,20,882,0.023,1308
v28_seed3,28,0,784,3,30,0.1,True,25,995,0.025,1359
v28_seed3,29,0,784,2,30,0.07,True,34,1120,0.03,1406
v28_seed3,30,0,784,2,30,0.07,True,42,1243,0.034,1453
v28_seed3,31,0,784,6,30,0.2,True,46,1336,0.034,1504
v28_seed3,32,0,784,3,30,0.1,True,58,1445,0.04,1553
v28_seed3,33,0,784,6,30,0.2,True,70,1525,0.046,1601
v28_seed3,34,0,784,11,30,0.37,True,80,1607,0.05,1649
v28_seed3,35,0,784,8,30,0.27,True,95,1693,0.056,1689
v28_seed3,36,0,784,6,30,0.2,True,111,1764,0.063,1734
v28_seed3,37,0,784,13,30,0.43,True,127,1828,0.069,1772
v28_seed3,38,0,784,7,30,0.23,True,148,1893,0.078,1807
v28_seed3,39,0,784,12,30,0.4,True,173,1959,0.088,1836
v28_seed3,40,0,784,9,30,0.3,True,191,2034,0.094,1876
v28_seed3,41,0,784,10,30,0.33,True,208,2090,0.1,1914
v28_seed3,42,0,784,8,30,0.27,True,234,2152,0.109,1948
v28_seed3,43,0,784,8,30,0.27,True,258,2223,0.116,1984
v28_seed3,44,0,784,15,30,0.5,True,285,2286,0.125,2024
v28_seed3,45,0,784,15,30,0.5,True,306,2333,0.131,2063
v28_seed3,46,0,784,13,30,0.43,True,340,2397,0.142,2101
v28_seed3,47,0,784,15,30,0.5,True,369,2450,0.151,2140
v28_seed3,48,0,784,23,30,0.77,True,397,2501,0.159,2180
v28_seed3,49,0,784,19,30,0.63,True,420,2543,0.165,2224
v28_seed3,50,0,784,20,30,0.67,True,455,2596,0.175,2265
v28_seed3,51,0,784,15,30,0.5,True,484,2640,0.183,2311
v28_seed3,52,0,784,18,30,0.6,True,518,2690,0.193,2352
v28_seed3,53,0,784,18,30,0.6,True,542,2741,0.198,2396
v28_seed3,54,0,784,19,30,0.63,True,571,2790,0.205,2435
v28_seed3,55,0,784,19,30,0.63,True,598,2833,0.211,2476
v28_seed3,56,0,784,14,30,0.47,True,633,2887,0.219,2516
v28_seed3,57,0,784,20,30,0.67,True,659,2925,0.225,2560
v28_seed3,58,0,784,22,30,0.73,True,696,2970,0.234,2602
v28_seed3,59,0,784,18,30,0.6,True,722,3019,0.239,2650
v28_seed3,60,0,784,24,30,0.8,True,751,3057,0.246,2689
v28_seed3,61,0,784,22,30,0.73,True,776,3096,0.251,2733
v28_seed3,62,0,784,22,30,0.73,True,804,3135,0.256,2772
v28_seed3,63,0,784,20,30,0.67,True,835,3174,0.263,2815
v28_seed3,64,0,784,19,30,0.63,True,859,3226,0.266,2858
v28_seed3,65,0,784,16,30,0.53,True,883,3267,0.27,2893
v28_seed3,66,0,784,9,30,0.3,True,916,3330,0.275,2931
v28_seed3,67,0,784,12,30,0.4,True,949,3382,0.281,2965
v28_seed3,68,0,784,23,30,0.77,True,972,3421,0.284,3002
v28_seed3,69,0,784,17,30,0.57,True,1003,3466,0.289,3036
v28_seed3,70,0,784,12,30,0.4,True,1027,3515,0.292,3071
v28_seed3,71,0,784,19,30,0.63,True,1059,3572,0.296,3103
v28_seed3,72,0,784,17,30,0.57,True,1085,3617,0.3,3144
v28_seed3,73,0,784,16,30,0.53,True,1121,3675,0.305,3180
v28_seed3,74,0,784,21,30,0.7,True,1145,3722,0.308,3221
v28_seed3,75,0,784,18,30,0.6,True,1178,3769,0.313,3257
v28_seed3,76,0,784,18,30,0.6,True,1198,3810,0.314,3299
v28_seed3,77,0,784,16,30,0.53,True,1221,3862,0.316,3341
v28_seed3,78,0,784,17,30,0.57,True,1250,3916,0.319,3372
v28_seed3,79,0,784,20,30,0.67,True,1282,3965,0.323,3410
v28_seed3,80,0,784,18,30,0.6,True,1310,4008,0.327,3453
v28_seed3,81,0,784,19,30,0.63,True,1335,4049,0.33,3493
v28_seed3,82,0,784,14,30,0.47,True,1355,4096,0.331,3530
v28_seed3,83,0,784,18,30,0.6,True,1384,4148,0.334,3560
v28_seed3,84,0,784,18,30,0.6,True,1413,4185,0.338,3594
v28_seed3,85,0,784,23,30,0.77,True,1445,4229,0.342,3627
v28_seed3,86,0,784,25,30,0.83,True,1471,4261,0.345,3662
v28_seed3,87,0,784,15,30,0.5,True,1496,4302,0.348,3705
v28_seed3,88,0,784,16,30,0.53,True,1521,4341,0.35,3739
v28_seed3,89,0,784,16,30,0.53,True,1554,4393,0.354,3772
v28_seed3,90,0,784,27,30,0.9,True,1570,4424,0.355,3805
v28_seed3,91,0,784,17,30,0.57,True,1598,4462,0.358,3841
v28_seed3,92,0,784,13,30,0.43,True,1628,4511,0.361,3876
v28_seed3,93,0,784,24,30,0.8,True,1654,4554,0.363,3907
v28_seed3,94,0,784,21,30,0.7,True,1684,4593,0.367,3942
v28_seed3,95,0,784,13,30,0.43,True,1722,4644,0.371,3984
v28_seed3,96,0,784,19,30,0.63,True,1748,4684,0.373,4025
v28_seed3,97,0,784,15,30,0.5,True,1777,4730,0.376,4062
v28_seed3,98,0,784,24,30,0.8,True,1811,4788,0.378,4098
v28_seed3,99,0,784,17,30,0.57,True,1840,4834,0.381,4139
v28_seed3,100,0,784,19,30,0.63,True,1867,4872,0.383,4176
v28_seed3,101,0,784,10,30,0.33,True,1884,4933,0.382,4213
v28_seed3,102,0,784,21,30,0.7,True,1907,4983,0.383,4241
v28_seed3,103,0,784,14,30,0.47,True,1936,5035,0.385,4274
v28_seed3,104,0,784,19,30,0.63,True,1962,5087,0.386,4308
v28_seed3,105,0,784,12,30,0.4,True,1994,5138,0.388,4342
v28_seed3,106,0,784,17,30,0.57,True,2023,5178,0.391,4376
v28_seed3,107,0,784,19,30,0.63,True,2047,5216,0.392,4411
v28_seed3,108,0,784,21,30,0.7,True,2076,5271,0.394,4442
v28_seed3,109,0,784,21,30,0.7,True,2106,5316,0.396,4485
v28_seed3,110,0,784,19,30,0.63,True,2130,5357,0.398,4520
v28_seed3,111,0,784,16,30,0.53,True,2163,5403,0.4,4556
v28_seed3,112,0,784,18,30,0.6,True,2188,5444,0.402,4590
v28_seed3,113,0,784,16,30,0.53,True,2216,5492,0.403,4626
v28_seed3,114,0,784,15,30,0.5,True,2248,5547,0.405,4659
v28_seed3,115,0,784,10,30,0.33,True,2277,5596,0.407,4695
v28_seed3,116,0,784,18,30,0.6,True,2304,5643,0.408,4727
v28_seed3,117,0,784,14,30,0.47,True,2327,5697,0.408,4760
v28_seed3,118,0,784,10,30,0.33,True,2352,5751,0.409,4787
v28_seed3,119,0,784,18,30,0.6,True,2385,5800,0.411,4809
v28_seed3,120,0,784,9,30,0.3,True,2406,5841,0.412,4840
v28_seed3,121,0,784,12,30,0.4,True,2434,5893,0.413,4861
v28_seed3,122,0,784,9,30,0.3,True,2458,5941,0.414,4890
v28_seed3,123,0,784,11,30,0.37,True,2486,6005,0.414,4914
v28_seed3,124,0,784,11,30,0.37,True,2507,6071,0.413,4941
v28_seed3,125,0,784,8,30,0.27,True,2529,6116,0.414,4972
v28_seed3,126,0,784,6,30,0.2,True,2563,6174,0.415,4998
v28_seed3,127,0,784,12,30,0.4,True,2595,6249,0.415,5029
v28_seed3,128,0,784,18,30,0.6,True,2616,6294,0.416,5065
v28_seed3,129,0,784,12,30,0.4,True,2639,6342,0.416,5098
v28_seed3,130,0,784,19,30,0.63,True,2661,6382,0.417,5130
v28_seed3,131,0,784,16,30,0.53,True,2687,6429,0.418,5161
v28_seed3,132,0,784,15,30,0.5,True,2707,6483,0.418,5194
v28_seed3,133,0,784,21,30,0.7,True,2731,6539,0.418,5228
v28_seed3,134,0,784,6,30,0.2,True,2746,6606,0.416,5263
v28_seed3,135,0,784,15,30,0.5,True,2771,6663,0.416,5292
v28_seed3,136,0,784,12,30,0.4,True,2789,6716,0.415,5326
v28_seed3,137,0,784,12,30,0.4,True,2806,6780,0.414,5355
v28_seed3,138,0,784,10,30,0.33,True,2828,6843,0.413,5387
v28_seed3,139,0,784,6,30,0.2,True,2846,6925,0.411,5420
v28_seed3,140,0,784,12,30,0.4,True,2862,6993,0.409,5452
v28_seed3,141,0,784,8,30,0.27,True,2877,7073,0.407,5490
v28_seed3,142,0,784,4,30,0.13,True,2890,7153,0.404,5532
v28_seed3,143,0,784,5,30,0.17,True,2902,7240,0.401,5560
v28_seed3,144,0,784,6,30,0.2,True,2907,7329,0.397,5603
v28_seed3,145,0,784,1,30,0.03,True,2915,7438,0.392,5649
v28_seed3,146,0,784,2,30,0.07,True,2918,7543,0.387,5703
v28_seed3,147,0,784,0,30,0.0,True,2921,7658,0.381,5756
v28_seed3,148,0,784,0,30,0.0,True,2923,7757,0.377,5812
v28_seed3,149,0,784,1,30,0.03,True,2927,7855,0.373,5866
v28_seed3,150,0,784,2,30,0.07,True,2929,7948,0.369,5921
v28_seed3,151,0,784,2,30,0.07,True,2935,8042,0.365,5972
v28_seed3,152,0,784,4,30,0.13,True,2942,8129,0.362,6024
v28_seed3,153,0,784,1,30,0.03,True,2950,8217,0.359,6075
v28_seed3,154,0,784,1,30,0.03,True,2957,8288,0.357,6121
v28_seed3,155,0,784,3,30,0.1,True,2967,8382,0.354,6166
v28_seed3,156,0,784,5,30,0.17,True,2969,8489,0.35,6218
v28_seed3,157,0,784,4,30,0.13,True,2973,8577,0.347,6268
v28_seed3,158,0,784,3,30,0.1,True,2980,8686,0.343,6317
v28_seed3,159,0,784,0,30,0.0,True,2985,8796,0.339,6371
v28_seed3,160,0,784,1,30,0.03,True,2987,8892,0.336,6426
v28_seed3,161,0,784,0,30,0.0,True,2993,8992,0.333,6477
v28_seed3,162,0,784,5,30,0.17,True,2996,9066,0.33,6529
v28_seed3,163,0,784,0,30,0.0,True,2997,9157,0.327,6586
v28_seed3,164,0,784,0,30,0.0,True,2999,9243,0.324,6642
v28_seed3,165,0,784,1,30,0.03,True,3001,9330,0.322,6698
v28_seed3,166,0,784,3,30,0.1,True,3009,9413,0.32,6747
v28_seed3,167,0,784,0,30,0.0,True,3011,9514,0.316,6803
v28_seed3,168,0,784,1,30,0.03,True,3015,9585,0.315,6858
v28_seed3,169,0,784,0,30,0.0,True,3016,9672,0.312,6916
v28_seed3,170,0,784,0,30,0.0,True,3018,9848,0.306,6974
v28_seed3,171,0,784,0,30,0.0,True,3019,9933,0.304,7033
v28_seed3,172,0,784,0,30,0.0,True,3020,10031,0.301,7092
v28_seed3,173,0,784,0,30,0.0,True,3020,10137,0.298,7152
v28_seed3,174,0,784,0,30,0.0,True,3020,10300,0.293,7212
v28_seed3,175,0,784,0,30,0.0,True,3020,10461,0.289,7272
v28_seed3,176,0,784,0,30,0.0,True,3020,10612,0.285,7332
v28_seed3,177,0,784,1,30,0.03,True,3020,10739,0.281,7392
v28_seed3,178,0,784,0,30,0.0,True,3020,10872,0.278,7451
v28_seed3,179,0,784,0,30,0.0,True,3020,10984,0.275,7511
v28_seed3,180,0,784,0,30,0.0,True,3020,11101,0.272,7571
v28_seed3,181,0,784,0,30,0.0,True,3020,11225,0.269,7631
v28_seed3,182,0,784,0,30,0.0,True,3020,11338,0.266,7691
v28_seed3,183,0,784,0,30,0.0,True,3020,11439,0.264,7751
v28_seed3,184,0,784,0,30,0.0,True,3021,11539,0.262,7810
v28_seed3,185,0,784,0,30,0.0,True,3021,11637,0.26,7870
v28_seed3,186,0,784,0,30,0.0,True,3021,11717,0.258,7930
v28_seed3,187,0,784,0,30,0.0,True,3021,11824,0.255,7990
v28_seed3,188,0,784,0,30,0.0,True,3021,11914,0.254,8050
v28_seed3,189,0,784,0,30,0.0,True,3021,12015,0.251,8110
v28_seed3,190,0,784,0,30,0.0,True,3021,12116,0.249,8169
v28_seed3,191,0,784,0,30,0.0,True,3022,12216,0.247,8228
v28_seed3,192,0,784,0,30,0.0,True,3022,12324,0.245,8288
v28_seed3,193,0,784,0,30,0.0,True,3023,12427,0.243,8347
v28_seed3,194,0,784,0,30,0.0,True,3024,12525,0.241,8406
v28_seed3,195,0,784,0,30,0.0,True,3024,12645,0.239,8466
v28_seed3,196,0,784,0,30,0.0,True,3024,12752,0.237,8526
v28_seed3,197,0,784,0,30,0.0,True,3025,12870,0.235,8585
v28_seed3,198,0,784,0,30,0.0,True,3025,12990,0.233,8645
v28_seed3,199,0,784,0,30,0.0,True,3025,13105,0.231,8705
v28_seed3,200,0,784,0,30,0.0,True,3025,13230,0.229,8765
v28_seed3,201,0,784,0,30,0.0,True,3025,13342,0.227,8825
v28_seed3,202,0,784,0,30,0.0,True,3025,13446,0.225,8884
v28_seed3,203,0,784,0,30,0.0,True,3025,13558,0.223,8944
v28_seed3,204,0,784,1,30,0.03,True,3025,13669,0.221,9004
v28_seed3,205,0,784,0,30,0.0,True,3025,13762,0.22,9064
v28_seed3,206,0,784,0,30,0.0,True,3026,13871,0.218,9123
v28_seed3,207,0,784,0,30,0.0,True,3026,13978,0.216,9183
v28_seed3,208,0,784,0,30,0.0,True,3026,14088,0.215,9243
v28_seed3,209,0,784,0,30,0.0,True,3026,14198,0.213,9303
v28_seed3,210,0,784,0,30,0.0,True,3026,14297,0.212,9363
v28_seed3,211,0,784,0,30,0.0,True,3026,14396,0.21,9422
v28_seed3,212,0,784,1,30,0.03,True,3026,14490,0.209,9481
v28_seed3,213,0,784,0,30,0.0,True,3026,14604,0.207,9541
v28_seed3,214,0,784,0,30,0.0,True,3026,14717,0.206,9601
v28_seed3,215,0,784,0,30,0.0,True,3027,14814,0.204,9661
v28_seed3,216,0,784,0,30,0.0,True,3027,14911,0.203,9720
v28_seed3,217,0,784,0,30,0.0,True,3027,15008,0.202,9780
v28_seed3,218,0,784,0,30,0.0,True,3027,15124,0.2,9840
v28_seed3,219,0,784,0,30,0.0,True,3027,15228,0.199,9900
v28_seed3,220,0,784,0,30,0.0,True,3027,15360,0.197,9960
v28_seed3,221,0,784,0,30,0.0,True,3027,15473,0.196,10019
v28_seed3,222,0,784,0,30,0.0,True,3028,15593,0.194,10079
v28_seed3,223,0,784,0,30,0.0,True,3029,15711,0.193,10139
v28_seed3,224,0,784,0,30,0.0,True,3030,15818,0.192,10199
v28_seed3,225,0,784,0,30,0.0,True,3033,15936,0.19,10256
v28_seed3,226,0,784,0,30,0.0,True,3033,16018,0.189,10316
v28_seed3,227,0,784,0,30,0.0,True,3033,16143,0.188,10376
v28_seed3,228,0,784,0,30,0.0,True,3033,16236,0.187,10436
v28_seed3,229,0,784,0,30,0.0,True,3034,16342,0.186,10496
v28_seed3,230,0,784,1,30,0.03,True,3034,16450,0.184,10556
v28_seed3,231,0,784,0,30,0.0,True,3034,16583,0.183,10615
v28_seed3,232,0,784,0,30,0.0,True,3034,16713,0.182,10675
v28_seed3,233,0,784,1,30,0.03,True,3034,16835,0.18,10735
v28_seed3,234,0,784,0,30,0.0,True,3034,16922,0.179,10795
v28_seed3,235,0,784,0,30,0.0,True,3035,17035,0.178,10855
v28_seed3,236,0,784,0,30,0.0,True,3036,17146,0.177,10915
v28_seed3,237,0,784,0,30,0.0,True,3036,17249,0.176,10974
v28_seed3,238,0,784,0,30,0.0,True,3037,17358,0.175,11033
v28_seed3,239,0,784,1,30,0.03,True,3037,17487,0.174,11092
v28_seed3,240,0,784,0,30,0.0,True,3037,17575,0.173,11151
v28_seed3,241,0,784,0,30,0.0,True,3037,17691,0.172,11211
v28_seed3,242,0,784,0,30,0.0,True,3037,17789,0.171,11271
v28_seed3,243,0,784,0,30,0.0,True,3037,17891,0.17,11331
v28_seed3,244,0,784,0,30,0.0,True,3037,18000,0.169,11391
v28_seed3,245,0,784,0,30,0.0,True,3037,18109,0.168,11451
v28_seed3,246,0,784,0,30,0.0,True,3037,18204,0.167,11511
v28_seed3,247,0,784,0,30,0.0,True,3037,18315,0.166,11571
v28_seed3,248,0,784,0,30,0.0,True,3038,18416,0.165,11631
v28_seed3,249,0,784,0,30,0.0,True,3038,18522,0.164,11691
