run,iter,is_peak,param,numel,step,m_mean_abs,m_rms,v_mean,v_min,v_max,eff_lr_mean,eff_lr_median,eff_lr_min,eff_lr_max,frac_v_near_zero
v28_seed3,20,False,actor.bias,6,50400.0,8.50244759931229e-05,0.00010035823652287945,6.188311374444311e-08,1.5847108514321917e-08,1.1546035239007324e-07,1.5162925720214844,1.0442478656768799,0.8828603625297546,2.382932662963867,0.0
v28_seed3,20,False,critic.weight,32,50400.0,7.758184801787138e-05,0.0001324156764894724,1.066704498953186e-06,3.0371731796208223e-09,8.769702617428266e-06,2.5877041816711426,2.9495913982391357,0.10130418837070465,5.442615985870361,0.0
v28_seed3,20,False,critic.bias,1,50400.0,1.9701425117091276e-05,1.9701425117091276e-05,4.740591208474143e-08,4.740591208474143e-08,4.740591208474143e-08,1.3777965307235718,1.3777965307235718,1.3777965307235718,1.3777965307235718,0.0
v28_seed3,20,False,rnd.predictor.net.0.weight,91136,50400.0,4.723665369965602e-06,6.263729574129684e-06,1.0219970425495717e-09,0.0,5.8485456477797015e-09,180.1333465576172,10.336048126220703,3.922297716140747,30000.001953125,0.012004038318991661
v28_seed3,20,False,rnd.predictor.net.0.bias,128,50400.0,5.818102181365248e-06,7.3512592280167155e-06,2.7724125217787332e-09,5.448574924571403e-10,6.1158629272028975e-09,6.1087164878845215,5.650424480438232,3.8356313705444336,12.84676456451416,0.0
v28_seed3,20,False,rnd.predictor.net.1.weight,128,50400.0,1.164349578175461e-05,1.4637323147326242e-05,6.678138930737987e-09,2.7182043282891755e-09,1.6030652361109787e-08,3.881206512451172,3.7783615589141846,2.3692526817321777,5.753033638000488,0.0
v28_seed3,20,False,rnd.predictor.net.1.bias,128,50400.0,1.0568397556198761e-05,1.3422706615529023e-05,8.582249577671064e-09,2.0280257473359597e-09,1.8549570768300327e-08,3.3850433826446533,3.2640540599823,2.20253324508667,6.660212516784668,0.0
v28_seed3,20,False,rnd.predictor.net.3.weight,16384,50400.0,9.99328403850086e-06,1.3030366062594112e-05,5.31269650494437e-09,1.1814134392995612e-10,4.165850242543456e-08,5.1702189445495605,4.4817328453063965,1.4697660207748413,27.575342178344727,0.0
v28_seed3,20,False,rnd.predictor.net.3.bias,128,50400.0,1.774757583916653e-05,2.307272734469734e-05,3.3305983748732615e-08,1.5731665969909159e-09,8.061121548053052e-08,1.9481838941574097,1.6549102067947388,1.0565942525863647,7.56178617477417,0.0
v28_seed3,20,False,rnd.predictor.net.4.weight,128,50400.0,9.699382644612342e-06,1.2281164345040452e-05,6.655923812104447e-09,7.57132301298924e-10,2.4748397109419784e-08,4.652080535888672,4.2675461769104,1.9068658351898193,10.898772239685059,0.0
v28_seed3,20,False,rnd.predictor.net.4.bias,128,50400.0,1.0721040780481417e-05,1.389125463902019e-05,1.1695433954628243e-08,1.8711213134459115e-10,2.5248613866324376e-08,3.302016258239746,2.798801898956299,1.8878834247589111,21.915576934814453,0.0
v28_seed3,20,False,rnd.predictor.net.6.weight,8192,50400.0,1.21090297398041e-05,1.5824924048501998e-05,7.951828528973692e-09,1.2746730337909185e-09,4.0067217099704067e-08,4.2109479904174805,4.111766815185547,1.498666524887085,8.400404930114746,0.0
v28_seed3,20,False,rnd.predictor.net.6.bias,64,50400.0,2.5686651497380808e-05,3.2085052225738764e-05,4.799395725285649e-08,3.870370690606251e-08,5.7794377283926224e-08,1.3724970817565918,1.3743088245391846,1.2478443384170532,1.524835228919983,0.0
v28_seed3,30,False,fc1.weight,68352,74400.0,9.277010394725949e-05,0.0008112092036753893,1.456402605981566e-05,0.0,0.008684014901518822,173.79608154296875,3.5664758682250977,0.003219296457245946,30000.001953125,0.009158473461866379
v28_seed3,30,False,fc1.bias,96,74400.0,0.00010043332440545782,0.00017231721722055227,2.780491001885821e-07,6.367970151188729e-09,2.167309503420256e-06,1.0645612478256226,0.9009917974472046,0.20377826690673828,3.758948564529419,0.0
v28_seed3,30,False,norm1.weight,96,74400.0,0.00023651511583011597,0.0003173081495333463,2.289204076078022e-06,2.6886138471127197e-07,1.4984766494308133e-05,0.24141210317611694,0.23489513993263245,0.07749883830547333,0.5785603523254395,0.0
v28_seed3,30,False,norm1.bias,96,74400.0,0.00025339500280097127,0.0003444300382398069,3.122700718449778e-06,2.824709781634738e-07,1.5371650079032406e-05,0.21498335897922516,0.19026319682598114,0.07651735097169876,0.5644509196281433,0.0
v28_seed3,30,False,fc2.weight,3072,74400.0,0.00015571201220154762,0.0002248306991532445,1.0823351885846932e-06,5.447105433376009e-09,2.1670897695003077e-05,0.44604039192199707,0.3879019320011139,0.0644439160823822,4.064242362976074,0.0
v28_seed3,30,False,fc2.bias,32,74400.0,0.0002774593303911388,0.00038636979297734797,8.58566454553511e-06,1.7974460888581234e-06,3.6250639823265374e-05,0.1356014460325241,0.11016727983951569,0.049826767295598984,0.22376394271850586,0.0
v28_seed3,30,False,norm2.weight,32,74400.0,0.00016315511311404407,0.00020665836927946657,4.571306249090412e-07,1.7402101093466626e-08,3.2243142413790338e-06,1.0234284400939941,1.0588074922561646,0.1670706570148468,2.273984670639038,0.0
v28_seed3,30,False,norm2.bias,32,74400.0,0.0001566971477586776,0.00019283138681203127,2.9139832236069196e-07,1.7986389266866354e-08,9.63448087532015e-07,1.0416711568832397,1.0649782419204712,0.3056347072124481,2.2367472648620605,0.0
v28_seed3,30,False,actor.weight,192,74400.0,9.83903300948441e-05,0.00020932417828589678,1.8354788835495128e-06,4.135894959844677e-10,2.4353354092454538e-05,3.05893874168396,2.6885008811950684,0.060791242867708206,14.744260787963867,0.0
v28_seed3,30,False,actor.bias,6,74400.0,2.7528027203516103e-05,3.6567689676303416e-05,5.067944286452075e-08,6.307263600291435e-09,9.482552343342832e-08,1.9054304361343384,1.0558089017868042,0.9741919636726379,3.7769923210144043,0.0
v28_seed3,30,False,critic.weight,32,74400.0,0.0002136839902959764,0.0003702910616993904,1.3272190244606463e-06,2.175240432222836e-09,8.609483302279841e-06,2.771216630935669,2.7625269889831543,0.10224245488643646,6.430941104888916,0.0
v28_seed3,30,False,critic.bias,1,74400.0,9.172005957225338e-05,9.172005957225338e-05,4.2607702255281765e-08,4.2607702255281765e-08,4.2607702255281765e-08,1.4533030986785889,1.4533030986785889,1.4533030986785889,1.4533030986785889,0.0
v28_seed3,30,False,rnd.predictor.net.0.weight,91136,74400.0,2.3044945010042284e-06,3.0311634873214643e-06,2.9088914610397865e-10,0.0,1.6414472003845049e-09,189.9732208251953,19.414962768554688,7.402878761291504,30000.001953125,0.16474279761314392
v28_seed3,30,False,rnd.predictor.net.0.bias,128,74400.0,3.120802148259827e-06,3.9123451642808504e-06,8.196461287468537e-10,3.0268901274332904e-10,2.417180455793755e-09,11.165563583374023,11.198074340820312,6.100682735443115,17.233495712280273,0.0
v28_seed3,30,False,rnd.predictor.net.1.weight,128,74400.0,5.739048901887145e-06,7.3176342993974686e-06,2.2203980876156493e-09,7.499117438136693e-10,6.692911114214439e-09,6.776908874511719,6.731516361236572,3.6665759086608887,10.95109748840332,0.0
v28_seed3,30,False,rnd.predictor.net.1.bias,128,74400.0,5.663399861077778e-06,6.999252491368679e-06,2.4707340617879936e-09,1.161754470402343e-09,7.289342907057517e-09,6.267906665802002,6.264640808105469,3.5133888721466064,8.79906940460205,0.0
v28_seed3,30,False,rnd.predictor.net.3.weight,16384,74400.0,4.483013071876485e-06,5.884769507247256e-06,1.1950214151568161e-09,1.9882128929338272e-11,1.6281823889130465e-08,10.58979606628418,9.516484260559082,2.3509087562561035,67.13004302978516,0.01483154296875
v28_seed3,30,False,rnd.predictor.net.3.bias,128,74400.0,8.95564335223753e-06,1.1242083928664215e-05,7.166724547147396e-09,2.5795648950222017e-10,1.901850588126308e-08,4.084661483764648,3.5919382572174072,2.1752121448516846,18.667137145996094,0.0
v28_seed3,30,False,rnd.predictor.net.4.weight,128,74400.0,6.062494776415406e-06,7.959574759297539e-06,2.2338855210080055e-09,8.614119834104983e-11,9.964736591427936e-09,7.95645809173584,7.191157817840576,3.005002975463867,32.28852081298828,0.0078125
v28_seed3,30,False,rnd.predictor.net.4.bias,128,74400.0,5.195030098548159e-06,6.4078662944666576e-06,2.387809949766506e-09,4.5231190320960124e-11,5.8208704523110555e-09,7.148703575134277,6.2972636222839355,3.931609869003296,44.54069900512695,0.015625
v28_seed3,30,False,rnd.predictor.net.6.weight,8192,74400.0,6.709768058499321e-06,8.710589099791832e-06,2.4212511995358454e-09,5.072497977209878e-10,1.116915271381913e-08,7.093971252441406,6.739739418029785,2.838376998901367,13.314274787902832,0.0
v28_seed3,30,False,rnd.predictor.net.6.bias,64,74400.0,1.3395548194239382e-05,1.626831726753153e-05,1.630573720490247e-08,1.3267899667823713e-08,1.926919956929396e-08,2.3550639152526855,2.352565288543701,2.1610169410705566,2.6042487621307373,0.0
v28_seed3,40,False,fc1.weight,68352,98400.0,7.474806625396013e-05,0.0006159780896268785,1.4541271411872003e-05,0.0,0.01534315850585699,174.08042907714844,3.710613965988159,0.0024219427723437548,30000.001953125,0.009334035217761993
v28_seed3,40,False,fc1.bias,96,98400.0,5.7099339755950496e-05,8.459554373985156e-05,3.063296674099547e-07,4.331003555790858e-09,2.9360819553403417e-06,1.0724931955337524,0.878829836845398,0.17507925629615784,4.557860851287842,0.0
v28_seed3,40,False,norm1.weight,96,98400.0,0.0002521676360629499,0.0003572941932361573,3.219019845346338e-06,3.4961831829605217e-07,2.409442276984919e-05,0.21793882548809052,0.20617389678955078,0.0611170195043087,0.5073607563972473,0.0
v28_seed3,40,False,norm1.bias,96,98400.0,0.0002520547714084387,0.0003391875943634659,4.059966158820316e-06,2.4741083848311973e-07,3.443891182541847e-05,0.1965739130973816,0.17912240326404572,0.051120590418577194,0.6031192541122437,0.0
v28_seed3,40,False,fc2.weight,3072,98400.0,0.0001597108057467267,0.00023263054026756436,1.4871047824271955e-06,7.580532646045413e-09,3.3465745218563825e-05,0.41151008009910583,0.3623414933681488,0.05185853689908981,3.445256471633911,0.0
v28_seed3,40,False,fc2.bias,32,98400.0,0.0004248071345500648,0.0006060895975679159,1.4287988960859366e-05,2.211554829045781e-06,7.352561806328595e-05,0.1180570125579834,0.09916266053915024,0.034986574202775955,0.20172953605651855,0.0
v28_seed3,40,False,norm2.weight,32,98400.0,7.736188126727939e-05,9.416266402695328e-05,5.634122999254032e-07,1.90250890597099e-08,3.329489118186757e-06,0.7879670858383179,0.745882511138916,0.16441069543361664,2.174835681915283,0.0
v28_seed3,40,False,norm2.bias,32,98400.0,5.901348777115345e-05,6.979234603932127e-05,4.094990231351403e-07,2.7325180340653787e-08,1.402977204634226e-06,0.8395044207572937,0.7931148409843445,0.25327497720718384,1.8147361278533936,0.0
v28_seed3,40,False,actor.weight,192,98400.0,6.464302714448422e-05,0.00012719845108222216,1.4906830756444833e-06,3.183963370734233e-10,2.1559793822234496e-05,3.7938339710235596,3.2853872776031494,0.06460974365472794,16.803274154663086,0.0
v28_seed3,40,False,actor.bias,6,98400.0,1.681909452599939e-05,2.3496342691942118e-05,3.484415955767872e-08,4.701270484019915e-09,7.347285446712704e-08,2.47770094871521,1.2937120199203491,1.106730341911316,4.374721050262451,0.0
v28_seed3,40,False,critic.weight,32,98400.0,5.5420543503714725e-05,8.443015394732356e-05,1.5359823919425253e-06,2.869119386517127e-09,9.02348074305337e-06,2.309880495071411,1.952843189239502,0.09986948221921921,5.599714279174805,0.0
v28_seed3,40,False,critic.bias,1,98400.0,1.3800374290440232e-05,1.3800374290440232e-05,5.213601639297849e-08,5.213601639297849e-08,5.213601639297849e-08,1.313812255859375,1.313812255859375,1.313812255859375,1.313812255859375,0.0
v28_seed3,40,False,rnd.predictor.net.0.weight,91136,98400.0,2.1589143273104128e-07,2.8445188604564464e-07,1.1931085459881974e-11,0.0,1.3722535607829656e-10,293.98236083984375,111.52044677734375,25.587833404541016,30000.001953125,0.998332142829895
v28_seed3,40,False,rnd.predictor.net.0.bias,128,98400.0,2.4314797997249116e-07,3.074184462548146e-07,3.9911289551053386e-11,1.39105645405313e-11,1.2029718887696106e-10,51.33607482910156,49.9074592590332,27.327363967895508,80.22061920166016,0.9765625
v28_seed3,40,False,rnd.predictor.net.1.weight,128,98400.0,4.900534236185194e-07,6.269195864661015e-07,8.308891075170521e-11,2.4086585156957163e-11,2.876181515176768e-10,37.00772476196289,36.807960510253906,17.678974151611328,61.002784729003906,0.7734375
v28_seed3,40,False,rnd.predictor.net.1.bias,128,98400.0,4.068862722306221e-07,5.039058237343852e-07,9.24010520875207e-11,3.717846516759771e-11,2.1031169861185361e-10,32.59192657470703,32.35641098022461,20.672365188598633,49.12062454223633,0.6328125
v28_seed3,40,False,rnd.predictor.net.3.weight,16384,98400.0,3.704387268044229e-07,4.883696078650246e-07,3.313330165788386e-11,1.113911805676604e-12,5.698027050193843e-10,70.41361999511719,62.81086730957031,12.562529563903809,281.5790710449219,0.95501708984375
v28_seed3,40,False,rnd.predictor.net.3.bias,128,98400.0,6.719271823385498e-07,8.686999990459299e-07,2.2835106028296082e-10,2.1748273321131606e-11,7.212191399652568e-10,23.110919952392578,20.65529441833496,11.166728019714355,64.19165802001953,0.1484375
v28_seed3,40,False,rnd.predictor.net.4.weight,128,98400.0,5.203834234634996e-07,6.878850626890198e-07,8.605133272610033e-11,2.2151629489042257e-12,4.0370060072625336e-10,49.242713928222656,38.84284973144531,14.923663139343262,200.2212677001953,0.703125
v28_seed3,40,False,rnd.predictor.net.4.bias,128,98400.0,4.397419104407163e-07,5.685080282091803e-07,8.794934225342388e-11,7.648973468499243e-12,3.027047779102787e-10,37.71792984008789,33.16221618652344,17.23304557800293,108.08172607421875,0.640625
v28_seed3,40,False,rnd.predictor.net.6.weight,8192,98400.0,6.920142254784878e-07,9.114315844271914e-07,1.0710209108477642e-10,1.1630370277959656e-11,7.082918140888239e-10,37.83275604248047,35.31764602661133,11.268134117126465,87.71076965332031,0.6402587890625
v28_seed3,40,False,rnd.predictor.net.6.bias,64,98400.0,1.3766828033112688e-06,1.8315886336495169e-06,8.061409317861035e-10,6.605115343560897e-10,1.010766581543976e-09,10.607873916625977,10.590746879577637,9.433204650878906,11.668420791625977,0.0
v28_seed3,50,False,fc1.weight,68352,122400.0,6.806649616919458e-05,0.0005168446223251522,1.4538716641254723e-05,0.0,0.021175989881157875,174.9358367919922,4.127469539642334,0.0020615761168301105,30000.001953125,0.015478698536753654
v28_seed3,50,False,fc1.bias,96,122400.0,6.656813638983294e-05,0.00010064278467325494,3.3962911061280465e-07,4.488012628200977e-09,3.8403291000577156e-06,1.156992793083191,0.8583211302757263,0.15308578312397003,4.477436542510986,0.0
v28_seed3,50,False,norm1.weight,96,122400.0,0.0002544096205383539,0.0003201169893145561,3.6297687984188087e-06,3.6140764336778375e-07,3.574448055587709e-05,0.21846437454223633,0.21016742289066315,0.05017831549048424,0.49901705980300903,0.0
v28_seed3,50,False,norm1.bias,96,122400.0,0.0002830572775565088,0.00035233129165135324,4.909302788291825e-06,3.823926988388848e-07,7.518340862588957e-05,0.1955777257680893,0.18050457537174225,0.0345986969769001,0.48513147234916687,0.0
v28_seed3,50,False,fc2.weight,3072,122400.0,0.00015426457684952766,0.00022604086552746594,1.511798132014519e-06,1.0505687875195235e-08,3.944266791222617e-05,0.4376382827758789,0.3797888159751892,0.04776804521679878,2.9266223907470703,0.0
v28_seed3,50,False,fc2.bias,32,122400.0,0.0004506664117798209,0.0006302106776274741,1.606705154699739e-05,2.3399211386276875e-06,7.742171874269843e-05,0.11544474959373474,0.09017226099967957,0.03409489616751671,0.19611816108226776,0.0
v28_seed3,50,False,norm2.weight,32,122400.0,9.532508556731045e-05,0.0001453173899790272,5.90223862673156e-07,1.3437014168005135e-08,3.289649839643971e-06,0.7123075723648071,0.6615217924118042,0.16540324687957764,2.5878102779388428,0.0
v28_seed3,50,False,norm2.bias,32,122400.0,8.587836055085063e-05,0.00012743455590680242,4.446986849870882e-07,2.1545698558611548e-08,1.3654668009621673e-06,0.7656989097595215,0.7314894199371338,0.25673019886016846,2.043673038482666,0.0
v28_seed3,50,False,actor.weight,192,122400.0,5.9260561101837084e-05,0.00012356809747871011,1.0509671710678958e-06,4.0104669585261377e-10,1.340969083685195e-05,3.310138463973999,3.145613431930542,0.08192391693592072,14.972936630249023,0.0
v28_seed3,50,False,actor.bias,6,122400.0,1.3516073522623628e-05,1.982386311283335e-05,2.592182823946132e-08,4.518831975275361e-09,5.359477839306237e-08,2.5473012924194336,1.5164562463760376,1.2958099842071533,4.462143898010254,0.0
v28_seed3,50,False,critic.weight,32,122400.0,0.0001525206316728145,0.0002632710966281593,1.5460675513168098e-06,2.722138736643842e-09,8.808645361568779e-06,2.171396255493164,1.672299861907959,0.10108000040054321,5.748875617980957,0.0
v28_seed3,50,False,critic.bias,1,122400.0,2.5770164938876405e-05,2.5770164938876405e-05,5.2156554630755636e-08,5.2156554630755636e-08,5.2156554630755636e-08,1.3135536909103394,1.3135536909103394,1.3135536909103394,1.3135536909103394,0.0
v28_seed3,50,False,rnd.predictor.net.0.weight,91136,122400.0,2.119275137602017e-07,2.903941833665158e-07,1.3473132332020299e-11,0.0,3.178182994556522e-10,312.32635498046875,125.7942123413086,16.818540573120117,30000.001953125,0.9886981844902039
v28_seed3,50,False,rnd.predictor.net.0.bias,128,122400.0,2.8392636863827647e-07,3.6339773146210064e-07,4.616308030280791e-11,7.610262246771082e-12,1.9471493861722422e-10,51.12177276611328,49.00274658203125,21.4837703704834,108.35527038574219,0.9296875
v28_seed3,50,False,rnd.predictor.net.1.weight,128,122400.0,5.29947556060506e-07,6.631762516917661e-07,9.219590368925168e-11,1.1750677687827338e-11,5.217083987041349e-10,40.503997802734375,40.38132858276367,13.12856388092041,87.26191711425781,0.734375
v28_seed3,50,False,rnd.predictor.net.1.bias,128,122400.0,4.4486588990366727e-07,5.529894906430854e-07,1.0244968762229689e-10,2.5883132442894308e-11,3.0594884958823343e-10,32.67848587036133,32.6557502746582,17.14149284362793,58.85184097290039,0.6328125
v28_seed3,50,False,rnd.predictor.net.3.weight,16384,122400.0,3.3434656643294147e-07,4.523431869074557e-07,3.077110788396453e-11,2.5004293340707973e-13,7.975791693759504e-10,89.75788879394531,76.81226348876953,10.618926048278809,588.185791015625,0.93975830078125
v28_seed3,50,False,rnd.predictor.net.3.bias,128,122400.0,5.843507437930384e-07,7.564994461972674e-07,2.076902400061087e-10,1.3650210302362797e-11,8.054016342740056e-10,26.068965911865234,22.405487060546875,10.567251205444336,80.97998809814453,0.2265625
v28_seed3,50,False,rnd.predictor.net.4.weight,128,122400.0,3.94295710748338e-07,5.295270852911926e-07,7.628068315890246e-11,6.397644458470964e-13,4.1274711426453337e-10,62.397117614746094,45.31208801269531,14.759291648864746,370.43768310546875,0.75
v28_seed3,50,False,rnd.predictor.net.4.bias,128,122400.0,3.5168690715181583e-07,4.5362037326412974e-07,7.920891026413912e-11,4.782662980928887e-12,2.8097316140396345e-10,42.44049835205078,37.395782470703125,17.886682510375977,136.55419921875,0.703125
v28_seed3,50,False,rnd.predictor.net.6.weight,8192,122400.0,6.179424758556706e-07,8.17760508198262e-07,9.797932604138637e-11,6.923540300102227e-12,1.2547965999587518e-09,43.731971740722656,39.90248107910156,8.466657638549805,113.58207702636719,0.6678466796875
v28_seed3,50,False,rnd.predictor.net.6.bias,64,122400.0,1.1241974107178976e-06,1.424923198101169e-06,6.77235933999043e-10,5.04230157627461e-10,1.1042132763705581e-09,11.649932861328125,11.69111156463623,9.025350570678711,13.35406494140625,0.0
v28_seed3,60,False,fc1.weight,68352,146400.0,8.042356057558209e-05,0.0009026386542245746,1.451683056075126e-05,0.0,0.02803749404847622,175.3026123046875,4.365961074829102,0.0017916435608640313,30000.001953125,0.02146242931485176
v28_seed3,60,False,fc1.bias,96,146400.0,6.739764648955315e-05,0.0001285966282011941,3.4466086162865395e-07,3.6419409710219952e-09,5.186127964407206e-06,1.1972509622573853,0.8520936965942383,0.1317339688539505,4.970303058624268,0.0
v28_seed3,60,False,norm1.weight,96,146400.0,0.0002615493140183389,0.0003912287065759301,4.245919171808055e-06,3.1866366612121055e-07,6.06586218054872e-05,0.2093971222639084,0.19359053671360016,0.03851895034313202,0.5314315557479858,0.0
