run,iter,hidden_dim,trunk_dim,num_params,missing_keys,unexpected_keys,total_weight_l2,mean_entropy,std_entropy,min_entropy,max_entropy,max_entropy_possible,mean_max_prob,frac_saturated_p99,frac_saturated_p999,n_actions_used_argmax,frac_actions_used_argmax,dominant_action_frac,mean_abs_logit,max_abs_logit,std_logit,l2__fc1.weight,l2__fc1.bias,l2__norm1.weight,l2__norm1.bias,l2__fc2.weight,l2__fc2.bias,l2__norm2.weight,l2__norm2.bias,l2__actor.weight,l2__actor.bias,l2__critic.weight,l2__critic.bias,delta_iters,delta_total_l2,delta_total_l2_relative,delta_l2__fc1.weight,cos__fc1.weight,delta_l2__fc1.bias,cos__fc1.bias,delta_l2__norm1.weight,cos__norm1.weight,delta_l2__norm1.bias,cos__norm1.bias,delta_l2__fc2.weight,cos__fc2.weight,delta_l2__fc2.bias,cos__fc2.bias,delta_l2__norm2.weight,cos__norm2.weight,delta_l2__norm2.bias,cos__norm2.bias,delta_l2__actor.weight,cos__actor.weight,delta_l2__actor.bias,cos__actor.bias,delta_l2__critic.weight,cos__critic.weight,delta_l2__critic.bias,cos__critic.bias
mario_1_1_v27_recovery_seed0,110,64,32,48135,0,0,83.99993896484375,0.27077218890190125,0.3259839117527008,1.3815509847248109e-10,1.6126632690429688,1.791759469228055,0.8965415954589844,0.3990885317325592,0.1822916716337204,6,1.0,0.6341145833333334,9.144451141357422,82.06334686279297,13.951024055480957,72.00517272949219,3.054755210876465,12.102782249450684,4.8459882736206055,11.809638023376465,0.427278608083725,24.312541961669922,12.509754180908203,8.042815208435059,0.3078872561454773,26.898656845092773,4.048329830169678,10,18.10244369506836,0.21550543867233907,17.911653518676758,0.9686052666791449,0.3338339626789093,0.9964304211593706,0.32170915603637695,0.9997073029802942,0.23913466930389404,0.9996571694201228,2.0765836238861084,0.9844365254599158,0.10146424919366837,0.972419276402973,0.5562202334403992,0.9998534010331137,0.22568412125110626,0.9998452981809024,1.2504414319992065,0.9893049247524612,0.06335821002721786,0.9854608760180217,0.5877297520637512,0.999856450136783,0.0563664436340332,1.0
mario_1_1_v27_recovery_seed0,120,64,32,48135,0,0,86.86032104492188,0.30818212032318115,0.3479592800140381,1.3815509847248109e-10,1.3371793031692505,1.791759469228055,0.8810455799102783,0.3958333432674408,0.26171875,6,1.0,0.4889322916666667,9.166741371154785,88.40735626220703,13.888176918029785,75.04688262939453,3.2176995277404785,12.299564361572266,5.041837692260742,12.02197551727295,0.4181095361709595,24.504484176635742,12.508508682250977,8.640645027160645,0.3030148148536682,27.06977653503418,4.057431697845459,10,16.802873611450195,0.1934470585569237,16.64362335205078,0.9752256005019649,0.23171395063400269,0.9986193516638413,0.34451669454574585,0.999731436853834,0.22055411338806152,0.9997895355449171,1.8591830730438232,0.9879857939477574,0.06855779886245728,0.987080435491051,0.39280542731285095,0.9999015473256678,0.27841946482658386,0.9997523151222539,1.1414436101913452,0.9931973946693456,0.0332549586892128,0.9942002571203638,0.32895058393478394,0.9999458501427008,0.00910186767578125,1.0
mario_1_1_v27_recovery_seed0,130,64,32,48135,0,0,89.5229721069336,0.23469676077365875,0.28702500462532043,1.3815509847248109e-10,1.4242095947265625,1.791759469228055,0.912677526473999,0.4212239682674408,0.294921875,6,1.0,0.5377604166666666,11.543277740478516,106.13587188720703,17.627525329589844,77.86949920654297,3.350102186203003,12.455329895019531,5.278968811035156,12.372684478759766,0.4272859990596771,24.74985694885254,12.283888816833496,9.231125831604004,0.2990803122520447,27.17789649963379,3.9776902198791504,10,17.80975341796875,0.19894059590308638,17.564651489257812,0.9742856756119033,0.2091851383447647,0.9987834475615117,0.33718353509902954,0.9997080617972716,0.26934564113616943,0.9996935710255209,2.2949299812316895,0.9827096455984113,0.08246386051177979,0.9812035142423704,0.6383137106895447,0.9997137856586689,0.5640915036201477,0.9991286828393618,1.4524810314178467,0.9889609246767954,0.06259839981794357,0.978466050795555,0.5668459534645081,0.9997896082050145,0.0797414779663086,1.0
mario_1_1_v27_recovery_seed0,140,64,32,48135,0,0,91.85977172851562,0.18127919733524323,0.28900736570358276,1.3815509847248109e-10,1.432814359664917,1.791759469228055,0.9320411682128906,0.5872395634651184,0.4459635317325592,6,1.0,0.560546875,13.148128509521484,121.5261459350586,20.88824462890625,80.27935028076172,3.5148048400878906,12.674934387207031,5.436654567718506,12.677889823913574,0.4784781038761139,24.896862030029297,12.359061241149902,9.945625305175781,0.30078309774398804,27.245027542114258,4.003234386444092,10,17.903451919555664,0.1948998085088641,17.691003799438477,0.9754327391690918,0.24379278719425201,0.9986281616750909,0.43653449416160583,0.9995492064719413,0.1955615133047104,0.9997669307342998,2.2980494499206543,0.9834631427052243,0.1093316450715065,0.9771755613581895,0.4063970446586609,0.9998835149829348,0.3320205807685852,0.9996553596004463,1.2747588157653809,0.9939304271503755,0.03530697897076607,0.9930874600867534,0.2804739475250244,0.9999498835203992,0.025544166564941406,1.0
mario_1_1_v27_recovery_seed0,150,64,32,48135,0,0,94.67955780029297,0.18376898765563965,0.27559998631477356,1.3815509847248109e-10,1.4355484247207642,1.791759469228055,0.9263591170310974,0.5013020634651184,0.3860677182674408,6,1.0,0.4309895833333333,13.662703514099121,149.59017944335938,21.678211212158203,83.1068344116211,3.603980541229248,12.892796516418457,5.709688663482666,13.095817565917969,0.4487895369529724,25.272342681884766,12.107762336730957,10.637144088745117,0.36269256472587585,27.570297241210938,3.9074249267578125,10,19.05453872680664,0.20125293325723242,18.68777847290039,0.9744271163814965,0.2755966782569885,0.9973158897789245,0.46581780910491943,0.9994813059101807,0.3129488229751587,0.99962328125529,3.016462564468384,0.9731235858648568,0.14638477563858032,0.9521572427463035,0.9613052606582642,0.9993778159068435,0.7354739308357239,0.9984034620716449,1.4616771936416626,0.992162481870885,0.1267026960849762,0.9439885240136748,0.8392143249511719,0.9996016055709891,0.0958094596862793,1.0
mario_1_1_v27_recovery_seed0,160,64,32,48135,0,0,97.51466369628906,0.15136808156967163,0.24711045622825623,1.3815509847248109e-10,1.29714834690094,1.791759469228055,0.9407716393470764,0.625,0.5084635615348816,6,1.0,0.4713541666666667,18.25487518310547,181.41273498535156,28.89714813232422,86.0797119140625,3.6865463256835938,13.099335670471191,5.8869309425354,13.385489463806152,0.46737709641456604,25.40271759033203,12.196419715881348,11.357839584350586,0.39638465642929077,27.59136390686035,3.958677291870117,10,19.80445098876953,0.20309202983513128,19.540287017822266,0.9739323055451202,0.22409139573574066,0.9983665950454914,0.4321860373020172,0.9995732813597318,0.2097175568342209,0.9998130814817202,2.773008108139038,0.9783059163237527,0.16584821045398712,0.935257146579699,0.3299478590488434,0.9999285055705759,0.30521970987319946,0.999711194394588,1.4431952238082886,0.993529648426402,0.05240333452820778,0.9943973630894085,0.3244667053222656,0.999931077881753,0.05125236511230469,1.0
mario_1_1_v27_recovery_seed0,170,64,32,48135,0,0,100.12955474853516,0.1392577737569809,0.22884246706962585,1.3815509847248109e-10,1.1829967498779297,1.791759469228055,0.9457263946533203,0.60546875,0.5104166865348816,6,1.0,0.4016927083333333,19.25210952758789,158.69137573242188,30.2648868560791,88.8052978515625,3.797428846359253,13.247265815734863,6.010777473449707,13.490638732910156,0.5328482985496521,25.614551544189453,12.14433479309082,12.063152313232422,0.427085816860199,27.682628631591797,3.950655460357666,10,18.253490447998047,0.18229872782156845,18.049551010131836,0.9791787563259325,0.28085756301879883,0.9976218425890048,0.3427404761314392,0.9997245105665982,0.17780964076519012,0.9997699432965207,2.2842700481414795,0.9855830606539641,0.17001451551914215,0.9505734654112267,0.38019049167633057,0.9999234573848991,0.2681933343410492,0.9997663547069328,1.280713677406311,0.9958296841491914,0.07378067821264267,0.9867062199511534,0.25826311111450195,0.9999618830660366,0.008021831512451172,1.0
mario_1_1_v27_recovery_seed0,180,64,32,48135,0,0,102.91717529296875,0.09622680395841599,0.20228803157806396,1.3815509847248109e-10,1.0931049585342407,1.791759469228055,0.9628100395202637,0.7513020634651184,0.642578125,6,1.0,0.4446614583333333,20.100372314453125,175.3572998046875,31.719486236572266,91.64790344238281,3.852811336517334,13.410611152648926,6.19075870513916,13.706369400024414,0.5592551827430725,25.83036994934082,12.222620010375977,12.774412155151367,0.4546581506729126,27.849044799804688,3.9809730052948,10,17.34278106689453,0.1685120196655784,17.173240661621094,0.982378888983413,0.1360439956188202,0.9994722804485251,0.323135107755661,0.999781150946754,0.20385894179344177,0.9998768800144997,1.980252742767334,0.9895221284507237,0.0740610808134079,0.9919670244267543,0.3824751079082489,0.999924724643021,0.1689165085554123,0.9999244439304575,1.2194725275039673,0.996816342721221,0.05367356166243553,0.9945394345267786,0.30793288350105286,0.9999564563203454,0.03031754493713379,1.0
mario_1_1_v27_recovery_seed0,190,64,32,48135,0,0,105.3010025024414,0.09613516181707382,0.20472566783428192,1.3815509847248109e-10,1.2437533140182495,1.791759469228055,0.9621291160583496,0.755859375,0.6640625,6,1.0,0.4446614583333333,20.635231018066406,199.98126220703125,32.5130615234375,94.0593032836914,3.8906807899475098,13.532340049743652,6.305788040161133,13.96435832977295,0.6140927076339722,26.03830337524414,12.233402252197266,13.494495391845703,0.4430544972419739,27.960329055786133,4.001588821411133,10,17.55765724182129,0.16673779759517687,17.374174118041992,0.9828283540038513,0.22365699708461761,0.9983793962368248,0.30941635370254517,0.999777016806055,0.15522414445877075,0.999860848845495,2.1396825313568115,0.9882141003328143,0.08421331644058228,0.9940530648397384,0.3322411775588989,0.9999501793814511,0.17960993945598602,0.9998924404187272,1.2073891162872314,0.9972756500758495,0.033689629286527634,0.9975170690866557,0.2287091612815857,0.9999742900446663,0.020615816116333008,1.0
mario_1_1_v27_recovery_seed0,200,64,32,48135,0,0,107.62761688232422,0.08641447871923447,0.18881705403327942,1.3815509847248109e-10,1.5496290922164917,1.791759469228055,0.9666121602058411,0.7649739384651184,0.55078125,6,1.0,0.4029947916666667,21.141857147216797,200.80763244628906,32.834285736083984,96.43455505371094,3.968430995941162,13.663553237915039,6.425588130950928,14.229292869567871,0.6605297327041626,26.19917106628418,12.23296070098877,14.159793853759766,0.4405505955219269,28.010147094726562,4.017751693725586,10,17.401098251342773,0.1616787471041791,17.240337371826172,0.9839275618977545,0.19304989278316498,0.9989889379846345,0.29521873593330383,0.9998109360965657,0.16905076801776886,0.9998244153100435,1.9918930530548096,0.9901927447567215,0.0937952995300293,0.9918136400930248,0.3106135427951813,0.9999482860539924,0.15255725383758545,0.9999222024754499,1.1185452938079834,0.9978843801324824,0.018102670088410378,0.9991765683068119,0.26101431250572205,0.9999580719486919,0.016162872314453125,1.0
mario_1_1_v27_recovery_seed0,210,64,32,48135,0,0,109.65459442138672,0.10050708800554276,0.21234671771526337,1.3815509847248109e-10,1.092045783996582,1.791759469228055,0.957428514957428,0.751953125,0.6614583134651184,6,1.0,0.390625,19.736572265625,212.03355407714844,31.18405532836914,98.50489807128906,4.081191062927246,13.738027572631836,6.546875476837158,14.501330375671387,0.7106664180755615,26.355499267578125,12.116044998168945,14.686938285827637,0.4509093165397644,28.080646514892578,4.003426551818848,10,18.2481689453125,0.1664149964860335,18.102041244506836,0.982979275045519,0.2760108709335327,0.9980407071731645,0.3241400420665741,0.9997349976995199,0.18221630156040192,0.9997801908621605,1.9038875102996826,0.9913960271506068,0.0796576514840126,0.995918734541058,0.36601343750953674,0.9999207108620374,0.2547069787979126,0.999827249399671,1.0818171501159668,0.9978543751508717,0.036976125091314316,0.9968287607307623,0.3092201352119446,0.9999423437505941,0.014325141906738281,1.0
mario_1_1_v27_recovery_seed0,220,64,32,48135,0,0,111.85173034667969,0.08390822261571884,0.19077248871326447,1.3815509847248109e-10,1.1606011390686035,1.791759469228055,0.9665711522102356,0.79296875,0.6946614384651184,6,1.0,0.3997395833333333,21.49934959411621,225.72000122070312,33.90134811401367,100.7219467163086,4.173135757446289,13.87606430053711,6.716444969177246,14.64909553527832,0.7493112683296204,26.51505470275879,12.13377857208252,15.275907516479492,0.4850181043148041,28.205060958862305,4.035233497619629,10,17.087142944335938,0.15276601346599702,16.926759719848633,0.9858092601728157,0.1937723159790039,0.9991459615156327,0.34029266238212585,0.9997461801351016,0.21111397445201874,0.9998201601901635,1.9350264072418213,0.9912384822678336,0.08086231350898743,0.9952627260161443,0.3016640245914459,0.9999530980854412,0.1605759561061859,0.9999133338336099,1.14671790599823,0.9978426100331114,0.06444023549556732,0.9931661535388107,0.26382389664649963,0.9999657840281693,0.03180694580078125,1.0
mario_1_1_v27_recovery_seed0,230,64,32,48135,0,0,113.94233703613281,0.07217736542224884,0.1842944324016571,1.3815509847248109e-10,1.1983389854431152,1.791759469228055,0.9701111316680908,0.8157551884651184,0.7057291865348816,6,1.0,0.41796875,21.14661407470703,234.45372009277344,32.35740661621094,102.83663940429688,4.239697456359863,13.999598503112793,6.811799049377441,14.825616836547852,0.7238381505012512,26.68265724182129,12.16124153137207,15.789790153503418,0.46304818987846375,28.299978256225586,4.064413547515869,10,16.231325149536133,0.1424520996474641,16.0765438079834,0.9877400604308907,0.191165953874588,0.9990924026588646,0.3314930200576782,0.9997564209319645,0.14167697727680206,0.9998800170327453,1.8224436044692993,0.9924255432638209,0.10230392217636108,0.9909498498180365,0.2781778573989868,0.9999651470282105,0.15803854167461395,0.9999177921643214,1.157393455505371,0.997770552517336,0.045309361070394516,0.9965041910826352,0.24014420807361603,0.9999695666349997,0.029180049896240234,1.0
mario_1_1_v27_recovery_seed0,240,64,32,48135,0,0,116.13937377929688,0.06756754964590073,0.17744749784469604,1.3815509847248109e-10,1.0798009634017944,1.791759469228055,0.9720582365989685,0.83203125,0.744140625,6,1.0,0.40625,21.002824783325195,261.578369140625,32.74403381347656,105.03266906738281,4.306122779846191,14.159747123718262,6.9434709548950195,15.043591499328613,0.723407506942749,26.8845157623291,12.147618293762207,16.345441818237305,0.4675537943840027,28.425151824951172,4.084596633911133,10,14.621313095092773,0.12589454049302945,14.470516204833984,0.99053093386192,0.18087203800678253,0.9992246974350659,0.2934989035129547,0.999847435797566,0.17435963451862335,0.999861921709448,1.750192403793335,0.9932395709842994,0.0565371960401535,0.9969478840935848,0.33954188227653503,0.9999479284898207,0.13161885738372803,0.9999419519893373,0.988075852394104,0.9987066532862393,0.05906106159090996,0.9919910193808067,0.24211834371089935,0.9999733683363936,0.020183086395263672,1.0
mario_1_1_v27_recovery_seed1,10,64,32,48135,0,0,38.786746978759766,1.5828256607055664,0.08530525863170624,1.2698403596878052,1.7750083208084106,1.791759469228055,0.3465290069580078,0.0,0.0,3,0.5,0.6953125,0.629615068435669,1.6841797828674316,0.7245681285858154,26.85662269592285,1.0415363311767578,8.844966888427734,1.1044154167175293,8.614420890808105,0.2529909908771515,15.638788223266602,10.121989250183105,1.0958596467971802,0.1463870406150818,16.552791595458984,2.465730905532837,,,,,,,,,,,,,,,,,,,,,,,,,,,
mario_1_1_v27_recovery_seed1,20,64,32,48135,0,0,46.64841079711914,1.4137015342712402,0.2159900963306427,0.4877254068851471,1.7573611736297607,1.791759469228055,0.4419792890548706,0.0,0.0,4,0.6666666666666666,0.5677083333333334,0.8120023012161255,3.6563398838043213,0.9744139313697815,33.6072883605957,1.531900405883789,9.43834114074707,1.7642083168029785,9.174277305603027,0.25053539872169495,18.67790412902832,11.099252700805664,2.0819649696350098,0.14932596683502197,19.571266174316406,2.8990304470062256,10,20.750234603881836,0.44482189745171996,19.766462326049805,0.8088036104253751,0.7229185700416565,0.9115797456343359,1.0954160690307617,0.9949221942934683,0.730271577835083,0.9748591607634656,3.5512447357177734,0.9221956328183201,0.14912021160125732,0.8246317303246952,3.3104734420776367,0.997050627036901,1.112868309020996,0.9987385133648927,1.5306824445724487,0.6996362288517722,0.07869517803192139,0.8585437268211978,3.199249267578125,0.9982651768062354,0.43329954147338867,1.0
mario_1_1_v27_recovery_seed1,30,64,32,48135,0,0,53.54706573486328,1.258280873298645,0.29825857281684875,0.23897141218185425,1.7860660552978516,1.791759469228055,0.48302242159843445,0.0,0.0,5,0.8333333333333334,0.5208333333333334,1.0858052968978882,6.849241256713867,1.3801581859588623,39.56779861450195,1.963058590888977,9.990498542785645,2.344825029373169,9.601167678833008,0.26011547446250916,21.037490844726562,11.832629203796387,2.5817346572875977,0.13128158450126648,22.36541175842285,3.284123182296753,10,22.1654109954834,0.4139425884741244,21.475513458251953,0.83994679002402,0.6281347274780273,0.9653074084404265,0.9304043650627136,0.9970265229299987,0.6624572277069092,0.9877036415783731,3.3343963623046875,0.9379228824985922,0.0994720384478569,0.9247876260801335,2.550144910812378,0.9988093883572472,0.8771116733551025,0.9991186307243982,1.3206663131713867,0.8609891165666965,0.049881573766469955,0.9448428993063259,2.848379611968994,0.9996503567198092,0.38509273529052734,1.0
mario_1_1_v27_recovery_seed1,40,64,32,48135,0,0,58.85873794555664,0.9741411805152893,0.49109935760498047,0.012106061913073063,1.7745552062988281,1.791759469228055,0.6142557263374329,0.05859375,0.0,6,1.0,0.5891927083333334,1.4413570165634155,12.261031150817871,2.000591993331909,44.81465148925781,2.3608810901641846,10.359452247619629,2.741814374923706,9.814979553222656,0.25138071179389954,22.24706268310547,12.23438549041748,3.2716422080993652,0.12027968466281891,23.903820037841797,3.5313611030578613,10,18.614299774169922,0.3162538040042218,18.221712112426758,0.9141405577992034,0.49156832695007324,0.9910048520729419,0.6260204315185547,0.9987643600207586,0.45241549611091614,0.9963385799644539,2.6231696605682373,0.9637327294711902,0.14212709665298462,0.8461199916000388,1.394282341003418,0.9994861163719176,0.6291397213935852,0.9991902873267845,1.224517822265625,0.9394145296105483,0.07145198434591293,0.8421728479177263,1.678215742111206,0.9995794133569824,0.2472379207611084,1.0
