run,seed,generation,reward_forward,reward_completion,reward_time_penalty,ppo_entropy,success_rate,vanilla_ppo_clears,vanilla_ppo_in_progress,avg_fitness,best_fitness,episodes,mag_total,share_forward,share_completion,share_time_penalty,net_logged_reward,peak_iter
v27,seed0,13,372.78333333333336,0.8333333333333334,-0.6606666666666652,1.510322093963623,0.010291595197255575,6,60,445.87658975382,3100.33203125,583,374.27733333333333,0.9960083075651568,0.002226512960086638,0.0017651794747566827,372.956,60
v27,seed0,14,650.5333333333333,5.0,-1.1614999999999929,1.5381015539169312,0.012681159420289856,7,60,466.0182988263559,3104.443115234375,552,656.6948333333333,0.9906174075274435,0.007613886612477789,0.0017687058600785797,654.3718333333333,60
v27,seed0,15,649.75,2.5,-1.0936666666666612,1.492192029953003,0.015765765765765764,7,60,623.9592782097894,3009.892578125,444,653.3436666666666,0.9944995767924079,0.0038264700915444706,0.001673953116047646,651.1563333333334,60
v27,seed0,16,832.4166666666666,6.666666666666667,-1.5513333333333224,1.462151050567627,0.0196078431372549,9,60,602.3254984271812,2841.71337890625,459,840.6346666666666,0.9902240529377804,0.007930515991092445,0.001845431071127199,837.5319999999999,60
v27,seed0,17,702.4166666666666,4.166666666666667,-1.35799999999999,1.389251470565796,0.014989293361884369,7,60,592.8774505370243,3535.75048828125,467,707.9413333333332,0.9921961518468575,0.005885610107052187,0.0019182380460904345,705.2253333333333,60
v27,seed0,18,745.9,2.5,-1.246999999999994,1.368236780166626,0.014767932489451477,7,60,628.0487462402899,3122.793701171875,474,749.6469999999999,0.9950016474420628,0.0033349029609936413,0.0016634495969436202,747.153,60
v27,seed0,19,673.1333333333333,3.3333333333333335,-1.2158333333333278,1.3462905883789062,0.023255813953488372,10,60,692.2307448093281,3104.112060546875,430,677.6825,0.9932871711064301,0.004918724230496337,0.0017941046630735305,675.2508333333334,60
v27,seed0,20,957.9166666666666,6.666666666666667,-1.8456666666666526,1.3266098499298096,0.037333333333333336,14,60,747.1547364876767,3333.78173828125,375,966.4289999999999,0.9911919723711382,0.006898247741599919,0.001909779887261923,962.7376666666667,60
v27,seed0,21,914.5833333333334,6.666666666666667,-1.7709999999999857,1.3003720045089722,0.0374331550802139,14,60,737.2876233595578,3484.80224609375,374,923.021,0.9908586406304227,0.007222659795028138,0.0019186995745492093,919.479,60
v27,seed0,22,761.95,1.6666666666666667,-1.3668333333333258,1.2503371238708496,0.034161490683229816,11,60,849.9947474824716,3633.121337890625,322,764.9835,0.9960345549936698,0.0021786962289600583,0.0017867487773701337,762.2498333333333,60
v27,seed0,23,1021.4833333333333,6.666666666666667,-1.8909999999999865,1.2443013191223145,0.04229607250755287,14,60,853.8964760541196,3859.731689453125,331,1030.0410000000002,0.9916919164706387,0.006472234276758562,0.0018358492526025529,1026.259,60
v27,seed0,24,1072.6166666666666,2.5,-1.7483333333333217,1.2496849298477173,0.013927576601671309,5,60,868.5157820188899,3546.092041015625,359,1076.8649999999998,0.9960549062943514,0.002321553769506856,0.001623539936141784,1073.3683333333333,60
v27,seed0,25,1020.4833333333333,4.166666666666667,-1.7796666666666534,1.2234313488006592,0.02203856749311295,8,60,828.7769992397508,3917.33154296875,363,1026.4296666666667,0.994206779552033,0.004059378642277487,0.0017338418056895473,1022.8703333333334,60
v27,seed0,26,1039.45,3.3333333333333335,-1.6688333333333234,1.2548935413360596,0.022792022792022793,8,60,913.2090670376422,4195.76953125,351,1044.4521666666667,0.9952107268994128,0.0031914657652265233,0.001597807335360649,1041.1145,60
v27,seed0,27,1032.6666666666667,2.5,-1.698166666666656,1.2513203620910645,0.015337423312883436,5,60,1017.3562257918843,4037.8115234375,326,1036.8648333333333,0.995951095522094,0.0024111146599146882,0.0016377898179913736,1033.4685000000002,60
v27,seed0,28,1368.9166666666667,4.166666666666667,-2.1558333333333177,1.2473219633102417,0.019230769230769232,6,60,1017.1942756359393,4158.75244140625,312,1375.2391666666667,0.9954026178476835,0.0030297760328960965,0.0015676061194204289,1370.9275000000002,60
