run,iter,avg_fitness,best_fitness,success_rate,episodes,vanilla_ppo_clears,vanilla_ppo_in_progress,vanilla_ppo_max_x,approx_mean_ep_len,ppo_entropy,reward_forward,reward_completion
v27_seed0,43,1646.3061867209042,4308.23193359375,0.19411764705882353,170,33,60,3267,361.4117647058824,0.9548588991165161,1678.6166666666666,14.166666666666666
v27_seed0,44,1593.5421080072242,4155.75537109375,0.18674698795180722,166,31,60,3267,370.12048192771084,0.9429055452346802,1817.7666666666667,16.666666666666668
v27_seed0,45,1595.7442383163277,4150.0126953125,0.20114942528735633,174,35,60,3267,353.1034482758621,0.8717554807662964,1628.2666666666667,13.333333333333334
v27_seed0,46,1690.9215961324758,4302.7431640625,0.25517241379310346,145,37,60,3267,423.7241379310345,0.8643757104873657,1998.4333333333334,15.833333333333334
v27_seed0,47,1602.5302595307555,4319.4775390625,0.2468354430379747,158,39,60,3267,388.8607594936709,0.849174976348877,1996.4666666666667,19.166666666666668
v27_seed0,48,1624.6278296250564,4315.72119140625,0.25,156,39,60,3267,393.84615384615387,0.8156019449234009,2072.266666666667,22.5
v27_seed0,49,1780.0873866860384,4364.3701171875,0.22875816993464052,153,35,60,3266,401.5686274509804,0.8132929801940918,1679.85,14.166666666666666
v27_seed0,50,1824.4442487276517,4310.53955078125,0.3,130,39,60,3267,472.61538461538464,0.7808772325515747,1968.2666666666667,15.833333333333334
v27_seed0,51,1724.0359117780413,4433.83740234375,0.25,140,35,60,3267,438.85714285714283,0.7951607704162598,2030.4,15.833333333333334
v27_seed0,52,1889.3474778483685,4333.33544921875,0.2932330827067669,133,39,60,3267,461.9548872180451,0.7807612419128418,2110.733333333333,17.5
v27_seed0,53,2370.4834222702752,4527.6884765625,0.44761904761904764,105,47,60,3267,585.1428571428571,0.7737111449241638,1683.9166666666667,11.666666666666666
v27_seed0,54,2102.748443282278,4520.2041015625,0.5263157894736842,95,50,60,3267,646.7368421052631,0.7565306425094604,2374.383333333333,25.833333333333332
v27_seed0,55,1828.2343913258374,4314.068359375,0.2867132867132867,143,41,60,3267,429.65034965034965,0.6812006831169128,1729.9833333333333,12.5
v27_seed0,56,2006.6262702941895,4366.28369140625,0.39166666666666666,120,47,60,3267,512.0,0.6443829536437988,1988.3333333333333,18.333333333333332
v27_seed0,57,2085.8310737941574,4529.31005859375,0.40869565217391307,115,47,60,3267,534.2608695652174,0.6664793491363525,1979.7333333333333,17.5
v27_seed0,58,2218.405033042214,4403.8134765625,0.43636363636363634,110,48,60,3267,558.5454545454545,0.7020666003227234,1924.0333333333333,15.0
v27_seed0,59,2129.862714441811,4529.6376953125,0.34146341463414637,123,42,60,3267,499.5121951219512,0.6748650670051575,1995.2166666666667,15.833333333333334
v27_seed0,60,2266.9477256108257,4527.3955078125,0.5145631067961165,103,53,60,3267,596.504854368932,0.6135563254356384,1957.4666666666667,20.0
v27_seed0,61,2124.133943890213,4451.2861328125,0.4954128440366973,109,54,60,3267,563.6697247706422,0.6579350233078003,1920.8833333333334,20.833333333333332
v27_seed0,62,2054.3574692773036,4524.9287109375,0.4016393442622951,122,49,60,3267,503.60655737704917,0.5912057161331177,2076.25,19.166666666666668
v27_seed0,63,2088.7207701416014,4363.48388671875,0.376,125,47,60,3267,491.52,0.5311443209648132,1770.8333333333333,14.166666666666666
v27_seed0,64,2244.9500861890388,4546.86083984375,0.5454545454545454,99,54,60,3267,620.6060606060606,0.5479595065116882,2118.95,19.166666666666668
v27_seed0,65,2328.161312421163,4403.81005859375,0.5625,96,54,60,3267,640.0,0.5560672283172607,2161.4666666666667,20.0
v27_seed0,66,2466.4010845820108,4404.80078125,0.5104166666666666,96,49,60,3267,640.0,0.5030864477157593,2002.3666666666666,15.833333333333334
v27_seed0,67,2156.2921365591196,4876.79541015625,0.46153846153846156,104,48,60,3267,590.7692307692307,0.4937284588813782,2281.1666666666665,19.166666666666668
v27_seed0,68,2144.785844058082,4556.140625,0.4666666666666667,105,49,60,3267,585.1428571428571,0.5936195850372314,2097.1833333333334,19.166666666666668
v27_seed0,69,2338.601598851821,4527.888671875,0.46078431372549017,102,47,60,3267,602.3529411764706,0.5946657061576843,1915.3333333333333,13.333333333333334
v27_seed0,70,2222.932640008167,4369.2890625,0.415929203539823,113,47,60,3267,543.7168141592921,0.5285608768463135,1881.25,15.833333333333334
v27_seed0,71,2007.4514454603195,4317.34814453125,0.34375,128,44,60,3267,480.0,0.5415063500404358,2039.6333333333334,15.833333333333334
v27_seed0,72,1922.8643491391783,4505.7666015625,0.3037037037037037,135,41,60,3267,455.1111111111111,0.5502294898033142,2245.2166666666667,20.0
v27_seed0,73,1949.4715853713628,4318.14794921875,0.36220472440944884,127,46,60,3266,483.7795275590551,0.5471750497817993,2124.5,17.5
v27_seed0,74,1981.0870222061399,4540.86767578125,0.36507936507936506,126,46,60,3267,487.6190476190476,0.5094613432884216,2028.7833333333333,18.333333333333332
v27_seed0,75,1975.1466304722117,5045.29736328125,0.3208955223880597,134,43,60,3267,458.5074626865672,0.46612676978111267,1998.65,15.0
v27_seed0,76,1725.3055593827191,4422.3125,0.3014705882352941,136,41,60,3267,451.7647058823529,0.46270912885665894,2355.116666666667,24.166666666666668
v27_seed0,77,1986.1815958831269,4301.30029296875,0.4152542372881356,118,49,60,3267,520.6779661016949,0.48996466398239136,1903.5166666666667,19.166666666666668
v27_seed0,78,1944.2781381112559,4422.7353515625,0.31851851851851853,135,43,60,3266,455.1111111111111,0.5110782384872437,1976.1666666666667,16.666666666666668
v27_seed0,79,1953.1416608727498,4303.88037109375,0.34782608695652173,115,40,60,3267,534.2608695652174,0.46604734659194946,1883.1333333333334,13.333333333333334
v27_seed0,80,1719.2703036023424,4350.0927734375,0.24675324675324675,154,38,60,3267,398.961038961039,0.4560531675815582,2029.2666666666667,16.666666666666668
v27_seed0,81,1694.15414488943,4318.51904296875,0.2631578947368421,152,40,60,3267,404.2105263157895,0.44766321778297424,1944.4333333333334,15.833333333333334
v27_seed0,82,1790.5576162957525,4320.7578125,0.24025974025974026,154,37,60,3267,398.961038961039,0.4014599919319153,1666.9333333333334,11.666666666666666
v27_seed0,83,2073.538135490795,4356.2705078125,0.40594059405940597,101,41,60,3267,608.3168316831683,0.4048466384410858,1853.1833333333334,11.666666666666666
v27_seed0,84,1680.6103591918945,4309.70849609375,0.325,120,39,60,3267,512.0,0.41349440813064575,1910.4666666666667,15.833333333333334
v27_seed0,85,1527.0368788371713,4146.833984375,0.17829457364341086,129,23,60,3266,476.27906976744185,0.4076139032840729,1572.1,10.0
v27_seed0,86,1405.925942036643,4317.12841796875,0.1865671641791045,134,25,60,3267,458.5074626865672,0.40393078327178955,1684.6666666666667,12.5
v27_seed0,87,1295.8510489908854,4188.26513671875,0.14,150,21,60,3267,409.6,0.4010229706764221,2068.133333333333,15.833333333333334
v27_seed0,88,1292.8691920979818,4129.51513671875,0.18,150,27,60,3267,409.6,0.3557019531726837,2027.6666666666667,18.333333333333332
v27_seed0,89,1364.7612086386575,4177.05712890625,0.145985401459854,137,20,60,3266,448.46715328467155,0.36849701404571533,1812.4666666666667,10.833333333333334
v27_seed0,90,1471.9986935515901,4317.45849609375,0.208955223880597,134,28,60,3267,458.5074626865672,0.34783512353897095,1742.45,14.166666666666666
v27_seed0,91,1306.9437321254186,4121.28466796875,0.18045112781954886,133,24,60,3267,461.9548872180451,0.3024389147758484,2042.8,15.0
v27_seed0,92,1346.5112371381545,4343.6943359375,0.152317880794702,151,23,60,3267,406.887417218543,0.3545234799385071,1899.1166666666666,14.166666666666666
v27_seed0,93,1338.2066934800007,4188.564453125,0.11834319526627218,169,20,60,3267,363.55029585798815,0.3528202772140503,1615.15,10.833333333333334
v27_seed0,94,1330.2746685336094,4116.75244140625,0.09937888198757763,161,16,60,3266,381.6149068322981,0.37284207344055176,1756.85,11.666666666666666
v27_seed0,95,1301.168404523064,4318.45751953125,0.11029411764705882,136,15,60,3267,451.7647058823529,0.3611292839050293,1859.0833333333333,9.166666666666666
v27_seed0,96,1255.6616851992724,4144.2041015625,0.08536585365853659,164,14,60,3267,374.6341463414634,0.32557904720306396,1580.15,8.333333333333334
v27_seed0,97,1369.051511806912,4167.427734375,0.08333333333333333,180,15,60,3267,341.3333333333333,0.3438482880592346,1474.8833333333334,8.333333333333334
v27_seed0,98,1247.0822315010973,4192.80615234375,0.12903225806451613,186,24,60,3267,330.3225806451613,0.33576688170433044,1755.3833333333334,14.166666666666666
v27_seed0,99,1407.996517248321,4375.35498046875,0.1695906432748538,171,29,60,3267,359.29824561403507,0.3278350234031677,1704.3,12.5
v27_seed0,100,1611.8980647495814,4607.08203125,0.2785714285714286,140,39,60,3267,438.85714285714283,0.3729146420955658,1855.2833333333333,20.0
v27_seed0,101,1459.2670846914316,4739.771484375,0.18181818181818182,154,28,60,3266,398.961038961039,0.292664498090744,1883.5833333333333,14.166666666666666
v27_seed0,102,1299.6131064891815,4283.24072265625,0.13020833333333334,192,25,60,3267,320.0,0.30214011669158936,1690.6,11.666666666666666
v27_seed0,103,1468.4423221588136,4534.41015625,0.2125,160,34,60,3267,384.0,0.3149715065956116,1770.8833333333334,16.666666666666668
v27_seed0,104,1411.4461671706529,4549.4072265625,0.17543859649122806,171,30,60,3267,359.29824561403507,0.2736002206802368,1783.6,15.833333333333334
v27_seed0,105,1409.0398448222393,4348.78662109375,0.20270270270270271,148,30,60,3267,415.13513513513516,0.24730443954467773,1963.3166666666666,14.166666666666666
v27_seed0,106,1616.4101520592058,4302.7763671875,0.2535211267605634,142,36,60,3267,432.67605633802816,0.25903114676475525,1741.8666666666666,16.666666666666668
v27_seed0,107,1396.6163945978337,4334.39208984375,0.2,165,33,60,3267,372.3636363636364,0.2311078906059265,1780.8166666666666,14.166666666666666
v27_seed0,108,1461.8334809387622,4442.80615234375,0.24489795918367346,147,36,60,3267,417.9591836734694,0.21889269351959229,1846.5666666666666,15.833333333333334
v27_seed0,109,1577.3317843675613,4391.95849609375,0.3203125,128,41,60,3267,480.0,0.29210972785949707,1789.1666666666667,15.0
v27_seed0,110,1745.592348692847,4605.78173828125,0.3442622950819672,122,42,60,3267,503.60655737704917,0.23266255855560303,1855.6333333333334,17.5
v27_seed0,111,1717.3910696340163,4318.767578125,0.3178294573643411,129,41,60,3267,476.27906976744185,0.2157425433397293,1848.75,16.666666666666668
v27_seed0,112,1514.5046618877013,4351.37255859375,0.17791411042944785,163,29,60,3267,376.9325153374233,0.20099863409996033,1792.4333333333334,15.0
v27_seed0,113,1424.3741461969191,4521.15869140625,0.22580645161290322,155,35,60,3267,396.38709677419354,0.2065347135066986,1962.1833333333334,17.5
v27_seed0,114,1433.356688817342,4699.78125,0.2361111111111111,144,34,60,3267,426.6666666666667,0.1810893714427948,2015.5166666666667,18.333333333333332
v27_seed0,115,1288.0098866549406,4376.64306640625,0.14772727272727273,176,26,60,3267,349.09090909090907,0.21105465292930603,1830.5166666666667,12.5
v27_seed0,116,1236.7249299754267,4365.40380859375,0.10326086956521739,184,19,60,3267,333.9130434782609,0.16293711960315704,1646.5,11.666666666666666
v27_seed0,117,1235.2648691595557,4435.7705078125,0.10695187165775401,187,20,60,3267,328.5561497326203,0.1433064341545105,1518.7666666666667,9.166666666666666
v27_seed0,118,1355.4064730130708,4390.67529296875,0.17307692307692307,156,27,60,3267,393.84615384615387,0.15475815534591675,1789.55,13.333333333333334
v27_seed0,119,1167.729639399237,4337.767578125,0.06735751295336788,193,13,60,3267,318.3419689119171,0.16260957717895508,1337.0,5.833333333333333
v27_seed0,120,1301.282113791923,4351.58349609375,0.1301775147928994,169,22,60,3267,363.55029585798815,0.18774057924747467,1602.2833333333333,11.666666666666666
v27_seed0,121,1277.1644876045093,4358.23046875,0.12280701754385964,171,21,60,3267,359.29824561403507,0.23584383726119995,1686.2666666666667,11.666666666666666
v27_seed0,122,1307.1147465647002,4263.41455078125,0.12962962962962962,162,21,60,3267,379.25925925925924,0.20896229147911072,1651.5833333333333,10.833333333333334
v27_seed0,123,1275.525640466711,4491.77783203125,0.1043956043956044,182,19,60,3267,337.5824175824176,0.21891552209854126,1346.5333333333333,6.666666666666667
v27_seed0,124,1266.4550073062671,4160.78369140625,0.11764705882352941,170,20,60,3267,361.4117647058824,0.20452305674552917,1779.9666666666667,10.833333333333334
v27_seed0,125,1117.4402349562872,4310.978515625,0.07936507936507936,189,15,60,3266,325.07936507936506,0.1854275017976761,1327.1,7.5
v27_seed0,126,1036.5134879467535,4152.40380859375,0.07352941176470588,204,15,60,3266,301.1764705882353,0.1923215687274933,1277.3333333333333,9.166666666666666
v27_seed0,127,967.1022971911308,4301.7509765625,0.06666666666666667,195,13,60,3267,315.0769230769231,0.20014555752277374,1614.9166666666667,9.166666666666666
v27_seed0,128,1070.676947331083,3909.33203125,0.06763285024154589,207,14,60,3266,296.81159420289856,0.21920375525951385,1301.5333333333333,8.333333333333334
v27_seed0,129,1191.9086074416703,4291.89306640625,0.08108108108108109,185,15,60,3267,332.1081081081081,0.1752592921257019,1523.35,10.833333333333334
v27_seed0,130,1180.8534718718977,4669.7705078125,0.09392265193370165,181,17,60,3267,339.4475138121547,0.15911699831485748,1467.15,10.0
v27_seed0,131,1168.1992519177888,4196.7529296875,0.10526315789473684,190,20,60,3267,323.36842105263156,0.1877593994140625,1743.4666666666667,12.5
v27_seed0,132,1187.1858110842497,4205.02392578125,0.07608695652173914,184,14,60,3266,333.9130434782609,0.17920541763305664,1648.6,7.5
v27_seed0,133,1199.0842775617327,4197.9248046875,0.07692307692307693,182,14,60,3267,337.5824175824176,0.17510831356048584,1654.6166666666666,8.333333333333334
v27_seed0,134,1175.2677133733575,3718.75048828125,0.12337662337662338,154,19,60,3267,398.961038961039,0.1425848752260208,2007.3166666666666,13.333333333333334
v27_seed0,135,1173.7106771804579,4120.76953125,0.05025125628140704,199,10,60,3266,308.7437185929648,0.16822543740272522,1532.4666666666667,7.5
v27_seed0,136,1109.7168976268129,4149.28271484375,0.05263157894736842,209,11,60,3267,293.9712918660287,0.11061994731426239,1267.5666666666666,7.5
v27_seed0,137,1049.233965481029,4311.470703125,0.029411764705882353,204,6,60,3267,301.1764705882353,0.11693505942821503,1111.0666666666666,4.166666666666667
v27_seed0,138,1004.4921691354397,3622.31298828125,0.04424778761061947,226,10,60,3267,271.85840707964604,0.13514885306358337,1192.5333333333333,7.5
v27_seed0,139,1201.0176699907352,4149.35302734375,0.08717948717948718,195,17,60,3266,315.0769230769231,0.14972886443138123,1437.8833333333334,8.333333333333334
v27_seed0,140,1181.5510493997149,4116.03662109375,0.04265402843601896,211,9,60,3267,291.18483412322274,0.17250555753707886,1160.6833333333334,3.3333333333333335
v27_seed0,141,1203.2859706235736,4287.32177734375,0.10112359550561797,178,18,60,3267,345.1685393258427,0.13122913241386414,1518.8166666666666,10.833333333333334
v27_seed0,142,1062.296726059332,4276.921875,0.03902439024390244,205,8,60,3266,299.7073170731707,0.13722312450408936,1204.45,5.833333333333333
v27_seed0,143,1239.2519013070819,4178.8662109375,0.05583756345177665,197,11,60,3267,311.8781725888325,0.14510953426361084,1196.1166666666666,5.0
v27_seed0,144,1036.0186613144413,3555.75048828125,0.03225806451612903,248,8,60,3267,247.74193548387098,0.12653115391731262,1250.3833333333334,5.833333333333333
v27_seed0,145,1068.3225388299852,4072.171875,0.031746031746031744,189,6,60,3267,325.07936507936506,0.13178402185440063,945.3,2.5
v27_seed0,146,945.4922219016336,3750.750732421875,0.045454545454545456,110,5,60,3267,558.5454545454545,0.12755531072616577,940.0,2.5
v27_seed0,147,972.9601178850446,3185.864501953125,0.007518796992481203,133,1,60,3182,461.9548872180451,0.1732512265443802,781.1833333333333,0.8333333333333334
v27_seed0,148,1018.5506193099484,3779.75048828125,0.03870967741935484,155,6,60,3266,396.38709677419354,0.16652153432369232,1035.5,5.0
v27_seed0,149,1042.9137017034716,3918.75048828125,0.04516129032258064,155,7,60,3266,396.38709677419354,0.16221609711647034,1113.6166666666666,4.166666666666667
v27_seed0,150,1158.3583045153885,3756.75048828125,0.049689440993788817,161,8,60,3267,381.6149068322981,0.15061883628368378,1165.0333333333333,5.0
v27_seed0,151,1109.835489622304,3781.201904296875,0.07042253521126761,142,10,60,3266,432.67605633802816,0.20311474800109863,1574.0333333333333,8.333333333333334
v27_seed0,152,1049.7634440771217,3620.741455078125,0.03278688524590164,183,6,60,3266,335.73770491803276,0.1563577651977539,1096.1,5.0
v27_seed0,153,1064.5063898598276,3587.75048828125,0.04390243902439024,205,9,60,3266,299.7073170731707,0.14466990530490875,1203.75,5.833333333333333
v27_seed0,154,1155.711633172959,3644.551513671875,0.02617801047120419,191,5,60,3267,321.67539267015707,0.16434958577156067,1122.9166666666667,2.5
v27_seed0,155,1046.5474806509876,3913.69140625,0.03317535545023697,211,7,60,3266,291.18483412322274,0.14794155955314636,1018.0666666666667,4.166666666666667
v27_seed0,156,1065.3042187526307,3780.91162109375,0.017241379310344827,232,4,60,3266,264.82758620689657,0.12968021631240845,957.75,3.3333333333333335
v27_seed0,157,1135.4254511860968,3660.19091796875,0.02912621359223301,206,6,60,3266,298.252427184466,0.17136865854263306,1201.4666666666667,4.166666666666667
v27_seed0,158,1165.166722288226,3619.75048828125,0.034653465346534656,202,7,60,3267,304.15841584158414,0.14908717572689056,1162.9333333333334,5.833333333333333
v27_seed0,159,1125.5033741551317,3716.75048828125,0.012448132780082987,241,3,60,3267,254.9377593360996,0.118309885263443,825.7666666666667,2.5
v27_seed0,160,1181.2945433450402,3620.75048828125,0.027522935779816515,218,6,60,3266,281.8348623853211,0.13397768139839172,1063.9333333333334,4.166666666666667
v27_seed0,161,1114.0389124172837,3734.4326171875,0.03980099502487562,201,8,60,3266,305.67164179104475,0.12932538986206055,1079.5,5.833333333333333
v27_seed0,162,1177.5259365325278,3758.75048828125,0.03723404255319149,188,7,60,3267,326.8085106382979,0.11523844301700592,1171.6,5.0
v27_seed0,163,1053.0173487428758,4006.750732421875,0.0273224043715847,183,5,60,3266,335.73770491803276,0.11798742413520813,1142.5666666666666,4.166666666666667
v27_seed0,164,1108.2493173747719,3443.43115234375,0.041916167664670656,167,7,60,3266,367.90419161676647,0.09583074599504471,1007.9,5.0
v27_seed0,165,1202.1227852183686,3779.75048828125,0.047337278106508875,169,8,60,3266,363.55029585798815,0.09562019258737564,1256.6833333333334,6.666666666666667
v27_seed0,166,1120.3473541259766,3555.75048828125,0.00909090909090909,220,2,60,3266,279.27272727272725,0.1187768280506134,1019.2,1.6666666666666667
v27_seed0,167,1178.1357274349266,3620.75048828125,0.023696682464454975,211,5,60,3267,291.18483412322274,0.11760279536247253,1069.3833333333334,4.166666666666667
v27_seed0,168,1203.9144117665846,3619.75048828125,0.03488372093023256,172,6,60,3266,357.2093023255814,0.18100880086421967,915.3,3.3333333333333335
v27_seed0,169,1165.840068384544,3920.75048828125,0.041237113402061855,194,8,60,3267,316.70103092783506,0.1311977207660675,1250.5,6.666666666666667
v27_seed0,170,1075.0289981050312,3652.75048828125,0.03773584905660377,212,8,60,3266,289.811320754717,0.1742001622915268,1164.3333333333333,5.833333333333333
v27_seed0,171,1149.4931433839224,3749.65234375,0.060109289617486336,183,11,60,3267,335.73770491803276,0.09320582449436188,1266.3333333333333,8.333333333333334
v27_seed0,172,1229.3943628132015,4452.20068359375,0.022099447513812154,181,4,60,3266,339.4475138121547,0.11757367849349976,790.1166666666667,2.5
v27_seed0,173,1223.2518079869888,4361.12841796875,0.03529411764705882,170,6,60,3267,361.4117647058824,0.09750679135322571,986.0333333333333,1.6666666666666667
v27_seed0,174,1125.7253481547039,3782.761474609375,0.05357142857142857,168,9,60,3267,365.7142857142857,0.10015296190977097,1083.2166666666667,5.833333333333333
v27_seed0,175,1225.8475036621094,3779.75048828125,0.03821656050955414,157,6,60,3266,391.3375796178344,0.12251304090023041,1091.55,3.3333333333333335
v27_seed0,176,1167.8083299313737,3592.041748046875,0.01092896174863388,183,2,60,3266,335.73770491803276,0.1292538195848465,1053.9666666666667,0.8333333333333334
v27_seed0,177,1213.7712291535877,3748.75048828125,0.03571428571428571,168,6,60,3267,365.7142857142857,0.08790531009435654,1097.8166666666666,4.166666666666667
v27_seed0,178,1120.7830720155137,3670.121826171875,0.016304347826086956,184,3,60,3266,333.9130434782609,0.07524805516004562,1104.2166666666667,1.6666666666666667
v27_seed0,179,1231.8159662882488,3588.75048828125,0.02976190476190476,168,5,60,3267,365.7142857142857,0.10719365626573563,888.4333333333333,2.5
v27_seed0,180,1204.5109944600545,3619.750732421875,0.029940119760479042,167,5,60,3266,367.90419161676647,0.10417862236499786,1089.8666666666666,3.3333333333333335
v27_seed0,181,1238.1905756843162,3717.18115234375,0.029585798816568046,169,5,60,3266,363.55029585798815,0.1359626054763794,1057.2333333333333,3.3333333333333335
v27_seed0,182,1183.001650303432,3587.75048828125,0.017142857142857144,175,3,60,3266,351.0857142857143,0.10385783016681671,987.7833333333333,2.5
v27_seed0,183,1125.1612440303047,3620.23095703125,0.053475935828877004,187,10,60,3267,328.5561497326203,0.10605021566152573,1171.8666666666666,6.666666666666667
v27_seed0,184,1129.4648949167004,3845.40234375,0.03804347826086957,184,7,60,3266,333.9130434782609,0.13761813938617706,1241.3166666666666,5.0
