run,seed,iter,completed_eps,mean_return,mean_len,in_progress,ip_return,ip_len,clears,loss,policy_loss,value_loss,entropy,at_entrance,tau,tau_max,trail_rate,trail_n,trail_d,ent_rate,ent_n,ent_d,truncated
v27,3,176,199,1356.4,231.7,60,1248.7,255.5,0,8.851,0.0573,35.1775,0.1291,False,0,784,0.0,0,30,0.178,2213,12466,8362
v27,3,177,196,1337.9,227.2,60,1281.7,281.7,0,6.3618,0.0207,25.3669,0.1316,False,0,784,0.0,0,30,0.176,2213,12548,8422
v27,3,178,184,1400.4,233.1,60,1379.2,309.0,0,5.8478,-0.0255,23.4958,0.1328,False,0,784,0.0,0,30,0.175,2213,12632,8482
v27,3,179,205,1348.8,223.3,60,1288.8,260.9,0,7.7493,0.0529,30.7887,0.1408,False,0,784,0.0,0,30,0.174,2213,12744,8542
v27,3,180,217,1385.8,223.8,60,1174.1,214.5,0,8.8519,0.1027,34.9993,0.1241,False,0,784,0.0,0,30,0.172,2213,12853,8602
v27,3,181,200,1299.2,211.3,60,1302.3,319.5,0,10.8386,0.1347,42.8187,0.144,False,0,784,0.0,0,30,0.171,2213,12951,8662
v27,3,182,210,1356.6,227.4,60,1148.8,228.2,0,7.8628,0.0044,31.4369,0.166,False,0,784,0.0,0,30,0.17,2213,13055,8722
v27,3,183,195,1280.8,216.2,60,1402.4,321.5,0,8.8609,0.7144,32.5882,0.1013,False,0,784,0.0,0,30,0.168,2213,13149,8782
v27,3,184,227,1200.3,206.7,60,1202.0,241.8,0,8.6157,0.0921,34.0965,0.1124,False,0,784,0.0,0,30,0.167,2213,13263,8842
v27,3,185,219,1234.0,218.6,60,1207.0,226.1,0,7.6872,0.0309,30.6271,0.0993,False,0,784,0.0,0,30,0.166,2213,13364,8902
v27,3,186,219,1368.6,235.0,60,950.9,166.4,0,7.486,0.0508,29.7428,0.1106,False,0,784,0.0,0,30,0.164,2213,13468,8962
v27,3,187,211,1350.7,232.0,60,1055.9,208.0,0,7.7369,0.1026,30.5395,0.1066,False,0,784,0.0,0,30,0.163,2213,13567,9022
v27,3,188,216,1268.7,222.2,60,1208.7,224.1,0,8.4826,0.1157,33.47,0.1261,False,0,784,0.0,0,30,0.162,2213,13686,9082
v27,3,189,214,1270.3,219.3,60,1186.3,241.8,0,7.0278,0.0982,27.7207,0.123,False,0,784,0.0,0,30,0.16,2213,13795,9142
v27,3,190,218,1326.7,231.4,60,957.7,183.4,0,6.9334,-0.0071,27.7643,0.1193,False,0,784,0.0,0,30,0.159,2213,13902,9202
v27,3,191,202,1288.8,222.1,60,1242.4,276.2,0,6.0842,0.012,24.291,0.1066,False,0,784,0.0,0,30,0.158,2213,13999,9262
v27,3,192,217,1237.6,215.0,60,1109.1,246.6,0,7.0126,-0.0084,28.0861,0.0973,False,0,784,0.0,0,30,0.157,2213,14121,9322
v27,3,193,205,1334.4,234.9,60,968.4,221.6,0,7.2392,0.0428,28.7877,0.0895,False,0,784,0.0,0,30,0.156,2213,14228,9382
v27,3,194,216,1265.3,220.1,60,1129.9,231.8,0,7.587,-0.0159,30.4133,0.0942,False,0,784,0.0,0,30,0.154,2213,14327,9442
v27,3,195,214,1302.5,219.1,60,1251.2,242.7,0,6.3778,0.0138,25.4583,0.1104,False,0,784,0.0,0,30,0.153,2213,14435,9502
v27,3,196,227,1309.0,220.5,60,1042.0,189.7,0,7.9413,0.2685,30.693,0.0957,False,0,784,0.0,0,30,0.152,2213,14545,9562
v27,3,197,217,1317.5,227.3,60,1051.5,201.9,0,7.2121,0.0002,28.8494,0.0783,False,0,784,0.0,0,30,0.151,2213,14661,9622
v27,3,198,232,1234.7,205.7,60,1171.2,228.8,1,7.3776,-0.0215,29.5986,0.1214,False,0,784,0.0,0,30,0.15,2213,14772,9682
v27,3,199,234,1313.0,224.4,60,900.9,148.7,1,5.9596,-0.0102,23.8814,0.1124,False,0,784,0.0,0,30,0.149,2214,14893,9741
v27,3,200,228,1290.0,216.7,60,1046.7,200.6,0,8.9633,0.1195,35.3773,0.1012,False,0,784,0.0,0,30,0.148,2215,15000,9800
v27,3,201,227,1284.8,215.8,60,1114.8,207.4,1,6.9499,0.0318,27.6741,0.0982,False,0,784,0.0,0,30,0.147,2215,15109,9860
v27,3,202,221,1311.5,221.9,60,1135.6,206.7,0,7.8748,0.0224,31.4116,0.0908,False,0,784,0.0,0,30,0.146,2215,15218,9919
v27,3,203,209,1239.8,215.0,60,1319.3,275.1,2,5.5101,-0.0459,22.2264,0.1023,False,0,784,0.03,1,30,0.145,2215,15325,9979
v27,3,204,219,1298.6,222.0,60,1130.1,213.6,0,7.6277,0.0137,30.4583,0.1244,False,0,784,0.0,0,30,0.144,2216,15432,10038
v27,3,205,219,1301.3,214.7,60,1262.8,240.4,0,7.5655,0.0145,30.2054,0.0786,False,0,784,0.0,0,30,0.143,2216,15536,10098
v27,3,206,221,1322.6,223.5,60,1090.5,200.8,0,8.8766,0.113,35.056,0.0921,False,0,784,0.0,0,30,0.142,2216,15643,10158
v27,3,207,229,1257.7,208.0,60,1105.4,230.0,2,8.1401,0.0656,32.3,0.0989,False,0,784,0.0,0,30,0.141,2216,15762,10218
v27,3,208,218,1258.2,213.3,60,1312.7,249.0,1,8.8808,0.0097,35.4864,0.1114,False,0,784,0.0,0,30,0.14,2216,15864,10276
v27,3,209,223,1324.0,232.1,60,944.9,161.5,0,7.0471,0.0398,28.0308,0.0687,False,0,784,0.0,0,30,0.139,2217,15974,10335
v27,3,210,228,1292.9,221.5,60,1070.9,182.1,0,7.6423,0.1191,30.0948,0.0948,False,0,784,0.0,0,30,0.138,2217,16091,10395
v27,3,211,224,1281.1,221.7,60,978.8,196.5,0,6.6286,0.4118,24.869,0.0941,False,0,784,0.0,0,30,0.137,2217,16203,10455
v27,3,212,237,1265.0,216.7,60,998.6,168.1,0,7.4726,0.055,29.6722,0.093,False,0,784,0.0,0,30,0.136,2217,16313,10515
v27,3,213,202,1350.6,234.7,60,1156.2,233.9,0,7.3676,-0.057,29.7,0.0838,False,0,784,0.0,0,30,0.135,2217,16415,10575
v27,3,214,219,1261.9,226.2,60,993.1,198.4,0,7.0612,0.0729,27.9555,0.0993,False,0,784,0.0,0,30,0.134,2217,16518,10635
v27,3,215,214,1319.2,223.6,60,1181.2,226.5,1,6.211,0.004,24.8298,0.0966,False,0,784,0.0,0,30,0.133,2217,16621,10695
v27,3,216,191,1342.4,225.4,60,1411.6,306.6,0,7.388,-0.063,29.8051,0.0689,False,0,784,0.0,0,30,0.133,2218,16714,10754
v27,3,217,207,1349.9,229.2,60,1032.7,233.2,2,7.7303,0.0521,30.7144,0.0838,False,0,784,0.0,0,30,0.132,2218,16816,10814
v27,3,218,216,1378.2,225.5,60,1190.5,212.3,0,7.359,0.1298,28.9184,0.0776,False,0,784,0.0,0,30,0.131,2220,16929,10872
v27,3,219,220,1354.0,216.7,60,1295.4,229.5,1,7.0784,0.0324,28.1861,0.0927,False,0,784,0.0,0,30,0.13,2220,17045,10932
v27,3,220,223,1338.8,218.6,60,1151.2,211.4,0,7.7832,-0.0069,31.1619,0.0812,False,0,784,0.0,0,30,0.129,2221,17155,10991
v27,3,221,217,1336.4,217.5,60,1212.8,237.4,1,9.1158,0.101,36.061,0.1025,False,0,784,0.0,0,30,0.129,2221,17238,11051
v27,3,222,197,1368.8,224.5,60,1331.7,286.8,2,6.4757,0.0824,25.5752,0.0883,False,0,784,0.0,0,30,0.128,2222,17349,11110
v27,3,223,214,1348.3,221.5,60,1267.5,234.0,2,9.7658,0.1399,38.5056,0.1033,False,0,784,0.0,0,30,0.127,2223,17465,11168
v27,3,224,224,1360.2,222.6,60,1078.0,193.1,1,7.904,0.1873,30.8685,0.0739,False,0,784,0.0,0,30,0.127,2224,17581,11227
v27,3,225,207,1390.4,225.8,60,1264.7,245.0,2,8.5535,0.0507,34.0126,0.0806,False,0,784,0.0,0,30,0.126,2224,17687,11287
v27,3,226,206,1394.3,222.4,60,1345.2,260.4,2,7.6859,0.0391,30.5888,0.0699,False,0,784,0.0,0,30,0.125,2226,17796,11345
v27,3,227,183,1395.5,226.7,60,1489.7,332.7,2,6.3361,0.0424,25.1765,0.0899,False,0,784,0.0,0,30,0.124,2226,17891,11403
v27,3,228,189,1351.1,221.8,60,1536.4,325.4,3,6.8396,0.0468,27.1726,0.0812,False,0,784,0.03,1,30,0.124,2227,17982,11461
v27,3,229,182,1345.3,217.2,60,1450.6,365.2,2,29.5691,23.0836,25.9439,0.0908,False,0,784,0.0,0,30,0.123,2228,18077,11519
v27,3,230,200,1292.5,211.8,60,1512.9,318.0,1,8.4724,0.1003,33.4905,0.0906,False,0,784,0.0,0,30,0.123,2229,18187,11577
v27,3,231,187,1342.4,224.6,60,1444.0,324.1,0,7.8271,0.0375,31.1604,0.1067,False,0,784,0.0,0,30,0.122,2229,18295,11636
v27,3,232,210,1318.8,225.2,60,1248.9,235.7,0,9.5924,-0.0061,38.3956,0.0784,False,0,784,0.0,0,30,0.121,2229,18405,11696
v27,3,233,179,1406.5,232.4,60,1371.2,330.7,0,8.1399,0.0924,32.1915,0.0784,False,0,784,0.0,0,30,0.12,2229,18503,11756
v27,3,234,194,1362.0,223.2,60,1407.9,302.3,0,9.1183,0.1313,35.9501,0.095,False,0,784,0.0,0,30,0.12,2229,18602,11816
v27,3,235,206,1401.9,235.2,60,1141.1,216.5,0,9.3723,0.0569,37.2635,0.0918,False,0,784,0.0,0,30,0.119,2229,18711,11876
v27,3,236,189,1337.6,218.7,60,1446.6,335.2,2,8.0346,0.0609,31.8962,0.0699,False,0,784,0.0,0,30,0.118,2229,18812,11936
v27,3,237,205,1385.8,222.4,60,1434.2,264.1,2,7.5444,-0.016,30.2435,0.0868,False,0,784,0.0,0,30,0.118,2231,18916,11994
v27,3,238,180,1454.9,236.8,60,1459.5,313.5,3,7.6658,0.1958,29.8814,0.062,False,0,784,0.07,2,30,0.117,2232,18998,12052
v27,3,239,193,1423.2,227.9,60,1352.6,290.9,1,8.474,0.0569,33.67,0.0723,False,0,784,0.0,0,30,0.117,2232,19101,12111
v27,3,240,189,1457.4,229.7,60,1422.4,300.5,4,6.9749,0.0138,27.8457,0.0528,False,0,784,0.0,0,30,0.116,2233,19204,12170
v27,3,241,188,1471.2,238.4,60,1369.9,277.0,2,7.9152,0.0404,31.5007,0.0666,False,0,784,0.0,0,30,0.116,2235,19299,12227
v27,3,242,181,1494.6,238.0,60,1432.7,306.2,4,7.5342,0.0371,29.9907,0.0988,False,0,784,0.03,1,30,0.115,2236,19400,12286
v27,3,243,183,1471.6,228.2,60,1473.8,327.9,2,6.961,-0.0082,27.8779,0.0628,False,0,784,0.0,0,30,0.115,2237,19504,12343
v27,3,244,142,1449.1,225.3,60,1250.1,490.7,3,6.4323,0.0804,25.4102,0.1217,False,0,784,0.0,0,30,0.114,2237,19574,12401
v27,3,245,195,1426.4,225.0,60,1273.6,292.6,3,7.4537,0.0299,29.6966,0.0673,False,0,784,0.0,0,30,0.114,2240,19691,12458
v27,3,246,183,1473.1,234.6,60,1410.0,308.6,6,8.5075,-0.0413,34.1972,0.0894,False,0,784,0.03,1,30,0.113,2242,19786,12515
v27,3,247,169,1361.7,220.0,60,1719.6,404.4,2,6.677,0.0472,26.5202,0.0621,False,0,784,0.0,0,30,0.113,2243,19879,12570
v27,3,248,184,1395.6,221.0,60,1568.5,346.4,4,8.3376,0.1254,32.8505,0.0976,False,0,784,0.0,0,30,0.112,2244,19977,12628
v27,3,249,180,1334.6,217.6,60,1647.5,371.1,4,8.9731,0.0337,35.7591,0.0812,False,0,784,0.0,0,30,0.112,2246,20065,12684
v28,0,0,125,691.5,332.3,60,528.2,331.6,117,4.5478,0.0075,18.1756,1.7792,False,744,784,0.0,0,0,0.0,0,0,0
v28,0,1,111,854.7,399.5,60,731.0,284.9,120,3.8948,0.0565,15.3755,1.7515,False,664,784,0.04,1,27,0.0,0,6,8
v28,0,2,269,487.1,182.9,60,644.8,204.1,72,3.7226,-0.014,14.9678,1.7238,False,584,784,0.0,0,30,0.0,0,10,26
v28,0,3,185,659.2,259.9,60,605.3,222.6,54,3.6879,0.0198,14.6928,1.6901,False,504,784,0.0,0,30,0.0,0,19,60
v28,0,4,302,560.5,172.5,60,653.7,155.6,50,5.7077,-0.0798,23.1641,1.6583,False,424,784,0.0,0,30,0.0,0,24,101
v28,0,5,793,343.6,66.0,60,683.0,152.0,27,9.5612,-0.0871,38.5991,1.6401,False,384,784,0.1,3,30,0.0,0,38,150
v28,0,6,639,400.4,83.5,60,627.9,134.5,9,8.776,0.0599,34.8739,1.6511,False,344,784,0.0,0,30,0.0,0,50,200
v28,0,7,630,338.0,87.5,60,472.1,105.8,7,5.4,-0.0205,21.6933,1.6671,False,304,784,0.0,0,30,0.0,0,59,252
v28,0,8,659,344.9,86.9,60,359.0,69.4,2,5.8736,0.0356,23.3645,1.6521,False,304,784,0.0,0,30,0.0,0,72,307
v28,0,9,626,368.5,92.0,60,296.1,64.2,3,7.0181,0.0263,27.98,1.6521,False,304,784,0.0,0,30,0.0,0,87,366
v28,0,10,615,379.8,90.9,60,466.8,92.2,2,7.0835,0.0006,28.343,1.6344,False,304,784,0.0,0,30,0.0,0,99,425
v28,0,11,569,410.2,97.4,60,504.8,100.2,9,6.4989,-0.1014,26.4134,1.6223,False,304,784,0.0,0,30,0.0,0,106,484
v28,0,12,567,438.0,97.0,60,589.0,107.6,7,9.3499,0.0537,37.1947,1.5988,False,304,784,0.0,0,30,0.0,0,124,540
v28,0,13,568,433.7,98.6,60,497.5,90.7,8,8.8635,-0.0674,35.7349,1.587,False,304,784,0.07,2,30,0.0,0,137,595
v28,0,14,511,490.7,107.1,60,570.8,111.9,12,8.2761,0.0587,32.8798,1.5451,False,304,784,0.1,3,30,0.0,0,147,651
v28,0,15,399,635.0,131.5,60,792.0,149.5,17,7.9229,-0.0884,32.0534,1.5145,False,264,784,0.13,4,30,0.0,0,157,706
v28,0,16,416,612.3,118.3,60,1013.1,203.7,13,9.7207,-0.024,38.9873,1.4898,False,224,784,0.03,1,30,0.0,0,165,759
v28,0,17,363,717.6,141.8,60,846.9,166.2,9,9.9227,0.0453,39.5173,1.3969,False,184,784,0.07,2,30,0.0,0,169,808
v28,0,18,348,700.5,141.6,60,996.5,202.9,16,12.791,0.052,50.9653,1.4064,False,184,784,0.03,1,30,0.0,0,174,864
v28,0,19,329,789.8,156.8,60,879.8,164.3,9,12.174,0.0704,48.4203,1.3588,False,144,784,0.07,2,30,0.0,0,181,912
v28,0,20,397,675.9,125.6,60,1020.3,192.8,16,11.8725,0.0393,47.3399,1.3029,False,104,784,0.17,5,30,0.0,0,189,967
v28,0,21,318,927.0,161.6,60,984.2,167.3,11,11.3855,-0.0763,45.8529,1.306,False,64,784,0.07,2,30,0.0,0,195,1019
v28,0,22,339,880.4,151.5,60,1011.8,167.9,8,13.2004,0.0887,52.4535,1.2928,False,64,784,0.03,1,30,0.0,0,205,1075
v28,0,23,303,935.5,163.0,60,1150.7,200.8,11,12.3002,-0.0017,49.2135,1.319,False,64,784,0.07,2,30,0.0,0,211,1130
v28,0,24,304,977.2,163.3,60,1162.4,196.7,13,11.5013,-0.1552,46.6335,1.3366,False,24,784,0.07,2,30,0.0,0,223,1185
v28,0,25,271,1112.8,177.9,60,1323.9,220.4,13,9.7228,-0.0557,39.1214,1.2796,False,0,784,0.07,2,30,0.006,2,349,1239
v28,0,26,253,1128.4,183.8,60,1433.6,249.1,15,14.0933,0.248,55.3906,1.2448,False,0,784,0.1,3,30,0.014,7,483,1290
v28,0,27,227,1310.2,218.3,60,1276.1,198.0,11,8.6168,-0.0508,34.6803,1.2679,False,0,784,0.17,5,30,0.026,16,615,1340
v28,0,28,221,1273.0,216.0,60,1348.4,228.3,21,11.9645,0.0283,47.753,1.2135,False,0,784,0.2,6,30,0.033,24,723,1396
v28,0,29,213,1313.8,215.9,60,1589.7,257.4,18,10.1705,-0.0083,40.7239,1.2026,False,0,784,0.07,2,30,0.04,33,834,1447
v28,0,30,185,1524.3,252.1,60,1504.6,246.8,19,8.6006,-0.0322,34.5413,1.1847,False,0,784,0.17,5,30,0.045,42,928,1498
v28,0,31,194,1498.4,245.0,60,1423.4,231.9,19,9.8736,-0.0416,39.6696,1.1511,False,0,784,0.23,7,30,0.05,52,1034,1550
v28,0,32,183,1515.5,244.2,60,1614.9,279.3,22,8.7122,0.0317,34.7324,1.1785,False,0,784,0.1,3,30,0.054,62,1141,1603
v28,0,33,148,1645.0,272.1,60,1886.1,352.8,33,7.9205,0.0057,31.6696,1.1414,False,0,784,0.17,5,30,0.062,77,1235,1650
v28,0,34,150,1664.6,293.5,60,1659.9,290.2,31,9.1387,0.0691,36.2891,1.1295,False,0,784,0.3,9,30,0.072,95,1318,1690
v28,0,35,143,1660.2,270.3,60,2127.8,379.7,35,6.8928,-0.0125,27.6339,1.1114,False,0,784,0.2,6,30,0.077,108,1406,1737
v28,0,36,155,1545.1,252.9,60,1992.3,370.6,33,8.0971,-0.0543,32.6189,1.1702,False,0,784,0.33,10,30,0.082,123,1496,1773
v28,0,37,158,1599.6,269.8,60,1728.3,313.5,32,8.1796,-0.0308,32.8544,1.1446,False,0,784,0.4,12,30,0.088,139,1579,1813
v28,0,38,151,1699.6,296.9,60,1589.4,276.8,31,9.7146,0.0653,38.6091,1.0687,False,0,784,0.43,13,30,0.092,153,1655,1857
v28,0,39,147,1702.3,285.9,60,1829.6,323.6,32,9.8248,0.1079,38.8811,1.072,False,0,784,0.33,10,30,0.094,162,1730,1906
v28,0,40,137,1777.1,297.0,60,1941.7,345.8,36,8.6435,0.1086,34.1527,1.0229,False,0,784,0.33,10,30,0.1,180,1806,1949
v28,0,41,125,1881.1,308.8,60,2086.4,380.7,34,7.4179,0.0799,29.3652,1.017,False,0,784,0.23,7,30,0.103,193,1867,1991
v28,0,42,101,2143.0,384.1,60,1927.4,377.4,47,5.4859,-0.1184,22.4318,0.99,False,0,784,0.4,12,30,0.112,216,1934,2032
v28,0,43,112,2008.1,340.4,60,2210.6,388.6,41,6.4335,-0.0272,25.8566,0.924,False,0,784,0.37,11,30,0.117,233,1998,2069
v28,0,44,105,2195.8,385.3,60,1912.8,349.7,42,6.7305,0.0752,26.6353,0.8883,False,0,784,0.3,9,30,0.125,258,2066,2106
v28,0,45,91,2183.2,393.9,60,2271.5,426.6,52,5.6075,-0.0504,22.6472,0.9233,False,0,784,0.57,17,30,0.129,273,2112,2145
v28,0,46,101,2087.3,380.8,60,2043.5,383.0,49,5.8629,-0.0423,23.6364,0.9043,False,0,784,0.5,15,30,0.138,300,2180,2178
v28,0,47,93,2474.2,456.4,60,1935.5,316.6,50,5.2633,-0.0742,21.3656,0.8825,False,0,784,0.57,17,30,0.147,329,2238,2214
v28,0,48,88,2571.4,460.5,60,1961.5,348.6,51,5.631,-0.0356,22.6822,0.8856,False,0,784,0.47,14,30,0.155,355,2295,2255
v28,0,49,87,2590.8,473.5,60,1914.2,337.4,52,5.5761,-0.0098,22.3588,0.8274,False,0,784,0.53,16,30,0.162,381,2352,2293
v28,0,50,91,2578.5,466.5,60,1822.2,316.5,53,6.5073,0.0449,25.8647,0.8065,False,0,784,0.5,15,30,0.169,407,2413,2332
v28,0,51,92,2709.6,506.5,60,1591.8,247.3,53,4.1699,-0.0437,16.8703,0.8408,False,0,784,0.53,16,30,0.178,441,2474,2373
v28,0,52,94,2561.4,462.3,60,1874.0,299.7,53,6.8102,0.1048,26.8377,0.8374,False,0,784,0.7,21,30,0.183,462,2522,2422
v28,0,53,85,2890.0,534.1,60,1660.4,267.4,55,4.0585,0.0074,16.2208,0.8559,False,0,784,0.57,17,30,0.192,494,2575,2465
v28,0,54,87,2641.4,476.4,60,2065.4,333.1,56,6.243,0.0353,24.8465,0.8103,False,0,784,0.7,21,30,0.196,514,2621,2511
v28,0,55,86,2798.6,519.1,60,1743.8,279.9,58,5.8056,0.0695,22.9598,0.7893,False,0,784,0.63,19,30,0.205,549,2677,2551
v28,0,56,88,2668.6,472.1,60,2093.4,331.5,55,4.6377,0.0268,18.459,0.8014,False,0,784,0.53,16,30,0.211,577,2737,2595
v28,0,57,83,2783.7,504.2,60,2015.0,326.5,57,6.6305,0.118,26.066,0.8058,False,0,784,0.77,23,30,0.217,604,2787,2636
v28,0,58,90,2706.5,491.7,60,1786.8,286.5,56,4.0018,-0.0277,16.1335,0.7841,False,0,784,0.67,20,30,0.222,631,2842,2678
v28,0,59,83,2817.8,512.0,60,2001.4,315.8,55,4.231,-0.0599,17.1785,0.7582,False,0,784,0.7,21,30,0.227,656,2890,2722
v28,0,60,84,2797.9,495.3,60,2124.1,330.6,53,3.8495,-0.0551,15.6336,0.7696,False,0,784,0.77,23,30,0.233,683,2936,2766
v28,0,61,75,3154.5,580.9,60,2011.1,297.9,58,4.6909,0.0889,18.4231,0.7784,False,0,784,0.9,27,30,0.238,707,2976,2812
v28,0,62,79,3212.3,576.8,60,1821.8,264.6,59,4.2781,0.0611,16.8828,0.746,False,0,784,0.77,23,30,0.244,739,3029,2858
v28,0,63,77,3246.9,584.6,60,1847.1,273.8,55,4.7787,-0.0004,19.1302,0.6944,False,0,784,0.7,21,30,0.249,767,3079,2905
v28,0,64,76,3098.4,570.0,60,1934.0,302.0,60,4.8975,0.0417,19.4387,0.774,False,0,784,0.9,27,30,0.254,794,3123,2953
v28,0,65,78,3017.4,540.9,60,2108.5,320.9,58,3.4746,-0.0437,14.0896,0.8083,False,0,784,0.77,23,30,0.257,816,3170,2998
v28,0,66,77,3032.2,560.2,60,2000.7,305.1,60,4.7196,0.0177,18.8225,0.7501,False,0,784,0.7,21,30,0.263,849,3225,3040
v28,0,67,81,3077.4,565.7,60,1841.5,260.2,57,4.5663,-0.0027,18.2902,0.728,False,0,784,0.6,18,30,0.27,886,3278,3085
v28,0,68,84,2893.9,511.4,60,2031.6,308.1,58,7.0209,0.1785,27.3835,0.6991,False,0,784,0.4,12,30,0.276,919,3334,3134
v28,0,69,77,3097.0,555.1,60,2094.9,311.7,55,3.9987,-0.0206,16.0922,0.7453,False,0,784,0.67,20,30,0.281,952,3386,3176
v28,0,70,81,2869.0,528.5,60,1874.2,310.6,56,4.7253,0.0296,18.7964,0.6882,False,0,784,0.7,21,30,0.286,983,3442,3222
v28,0,71,78,2966.1,535.4,60,1934.3,328.0,58,5.0008,-0.0004,20.0192,0.7277,False,0,784,0.87,26,30,0.288,1001,3475,3267
v28,0,72,95,2689.0,478.3,60,1692.7,266.6,53,5.4762,0.0169,21.8516,0.73,False,0,784,0.57,17,30,0.292,1031,3535,3309
v28,0,73,78,3230.7,592.2,60,1849.8,254.2,55,4.0721,-0.0155,16.3633,0.6555,False,0,784,0.93,28,30,0.295,1054,3577,3356
v28,0,74,75,3210.4,561.9,60,2029.6,321.6,58,4.2764,0.0939,16.7442,0.7195,False,0,784,0.63,19,30,0.299,1079,3614,3408
v28,0,75,72,2991.6,536.8,60,2278.4,379.9,60,4.845,0.0094,19.3564,0.6937,False,0,784,0.63,19,30,0.302,1107,3662,3451
v28,0,76,79,3038.0,548.3,60,1925.6,302.1,57,5.5407,0.0818,21.85,0.7215,False,0,784,0.57,17,30,0.308,1142,3713,3489
v28,0,77,75,2983.6,543.5,60,2072.5,344.6,59,5.3369,0.0143,21.3042,0.7011,False,0,784,0.77,23,30,0.311,1167,3758,3534
v28,0,78,84,2765.3,486.4,60,2081.1,343.1,57,5.5968,0.0087,22.3661,0.6764,False,0,784,0.53,16,30,0.313,1193,3813,3574
v28,0,79,76,3157.2,572.6,60,2010.7,298.7,57,5.7945,0.129,22.6744,0.6094,False,0,784,0.77,23,30,0.316,1221,3863,3613
v28,0,80,78,3227.3,594.2,60,1815.5,251.5,59,4.4146,0.0713,17.3849,0.5909,False,0,784,0.9,27,30,0.32,1248,3906,3659
v28,0,81,72,3526.3,655.6,60,1730.4,237.3,59,2.7745,-0.014,11.1655,0.5945,False,0,784,0.93,28,30,0.323,1274,3946,3709
v28,0,82,81,2949.8,520.8,60,2111.7,320.9,56,4.6071,0.0883,18.0875,0.6212,False,0,784,0.57,17,30,0.326,1302,4000,3762
v28,0,83,75,3128.9,565.9,60,2063.6,316.6,58,3.9899,-0.123,16.4638,0.602,False,0,784,0.7,21,30,0.329,1330,4047,3805
v28,0,84,70,3472.4,655.3,60,1871.9,259.4,60,3.6346,-0.0205,14.6321,0.587,False,0,784,0.87,26,30,0.333,1360,4085,3849
v28,0,85,67,3662.1,693.1,60,1862.6,250.1,60,3.8838,0.0485,15.3513,0.5176,False,0,784,0.9,27,30,0.338,1392,4124,3900
v28,0,86,67,3499.9,654.3,60,1949.9,293.4,58,3.3261,-0.0076,13.3449,0.5139,False,0,784,0.73,22,30,0.341,1420,4165,3952
v28,0,87,81,2968.5,508.1,60,2076.5,338.0,58,4.2651,0.0475,16.8809,0.5218,False,0,784,0.67,20,30,0.342,1441,4208,4000
v28,0,88,67,3437.9,634.1,60,1905.2,315.9,57,3.6967,-0.0478,14.9887,0.5391,False,0,784,0.77,23,30,0.347,1475,4254,4040
v28,0,89,70,3274.6,595.3,60,2080.9,329.5,58,3.204,-0.1097,13.264,0.4817,False,0,784,0.77,23,30,0.349,1500,4293,4089
v28,0,90,73,3080.7,540.0,60,2314.9,366.9,58,3.9145,-0.0069,15.6954,0.4928,False,0,784,0.57,17,30,0.352,1527,4339,4135
v28,0,91,76,3246.2,584.2,60,1901.5,284.0,59,3.872,-0.014,15.5539,0.5035,False,0,784,0.93,28,30,0.355,1556,4385,4175
v28,0,92,79,3294.0,592.2,60,1832.0,244.3,59,4.2331,-0.0208,17.0254,0.4772,False,0,784,0.8,24,30,0.358,1584,4425,4223
v28,0,93,75,3410.2,614.9,60,1815.8,255.3,59,2.9974,-0.0797,12.3187,0.5164,False,0,784,0.87,26,30,0.361,1614,4470,4274
v28,0,94,82,2718.9,450.6,60,2417.0,408.2,58,7.56,0.1903,29.4889,0.4984,False,0,784,0.53,16,30,0.362,1635,4514,4326
v28,0,95,71,3059.9,543.6,60,2283.9,380.7,59,3.3734,-0.038,13.6552,0.4748,False,0,784,0.63,19,30,0.366,1672,4564,4360
v28,0,96,67,3360.0,616.3,60,2153.5,335.8,60,3.1281,-0.0574,12.7507,0.4425,False,0,784,0.73,22,30,0.37,1707,4610,4401
v28,0,97,81,2804.9,455.3,60,2491.7,409.3,58,3.9464,-0.0244,15.8924,0.4603,False,0,784,0.7,21,30,0.37,1726,4660,4446
v28,0,98,76,2995.3,510.4,60,2211.6,377.6,58,4.9846,0.048,19.7547,0.4336,False,0,784,0.57,17,30,0.373,1754,4706,4480
v28,0,99,75,3216.2,563.1,60,2007.7,320.1,57,4.5288,0.1042,17.7076,0.4813,False,0,784,0.67,20,30,0.375,1784,4753,4518
v28,0,100,70,3054.5,540.8,60,2246.5,393.0,60,4.6857,0.0199,18.6722,0.4544,False,0,784,0.57,17,30,0.378,1813,4801,4564
v28,0,101,70,3013.5,506.6,60,2346.8,433.0,56,4.0221,0.0155,16.0344,0.397,False,0,784,0.47,14,30,0.38,1842,4852,4602
v28,0,102,67,3184.9,579.8,60,2174.5,376.6,58,4.9389,-0.1101,20.2041,0.4121,False,0,784,0.7,21,30,0.382,1869,4896,4638
v28,0,103,63,3268.1,598.6,60,2197.7,395.5,60,3.4442,-0.044,13.9614,0.4407,False,0,784,0.7,21,30,0.384,1898,4938,4680
v28,0,104,68,2958.1,506.5,60,2471.6,450.0,57,3.8622,-0.058,15.6898,0.4539,False,0,784,0.9,27,30,0.385,1912,4969,4721
v28,0,105,83,2913.1,494.7,60,2062.1,339.6,57,6.0936,0.0968,23.9946,0.3826,False,0,784,0.67,20,30,0.386,1942,5030,4758
