run,seed,iter,completed_eps,mean_return,mean_len,in_progress,ip_return,ip_len,clears,loss,policy_loss,value_loss,entropy,at_entrance,tau,tau_max,trail_rate,trail_n,trail_d,ent_rate,ent_n,ent_d,truncated
v27,1,182,143,1643.4,263.1,60,1895.2,396.8,28,8.8036,0.0533,35.0042,0.15,False,0,784,0.27,8,30,0.248,2863,11560,8107
v27,1,183,158,1532.9,250.6,60,1593.3,364.1,19,7.9136,0.0096,31.6186,0.1367,False,0,784,0.23,7,30,0.247,2873,11646,8151
v27,1,184,139,1447.5,232.8,60,1521.9,484.7,10,8.0926,0.0546,32.1541,0.1225,False,0,784,0.03,1,30,0.246,2878,11721,8201
v27,1,185,145,1417.2,230.6,60,1564.9,466.7,15,10.0586,0.0172,40.1672,0.0941,False,0,784,0.07,2,30,0.245,2886,11797,8253
v27,1,186,151,1392.5,224.5,60,1694.0,458.9,14,8.8079,0.06,34.9947,0.1547,False,0,784,0.07,2,30,0.243,2891,11883,8303
v27,1,187,136,1484.3,247.1,60,1413.5,464.0,14,9.7628,0.0518,38.8471,0.1493,False,0,784,0.1,3,30,0.242,2899,11963,8352
v27,1,188,147,1332.0,220.5,60,1287.2,483.8,5,10.475,-0.0076,41.9324,0.1029,False,0,784,0.03,1,30,0.241,2903,12041,8404
v27,1,189,100,1304.1,253.4,60,1105.8,601.6,7,8.6343,-0.1047,34.9578,0.0948,False,0,784,0.03,1,30,0.24,2904,12086,8461
v27,1,190,95,1198.7,246.4,60,1161.4,633.9,8,6.9542,0.1042,27.4025,0.1129,False,0,784,0.0,0,30,0.24,2909,12136,8516
v27,1,191,129,1233.4,249.7,60,1119.1,487.2,11,9.6883,0.1171,38.2866,0.0988,False,0,784,0.13,4,30,0.239,2911,12197,8572
v27,1,192,156,1222.3,221.3,60,1072.8,448.5,4,9.3023,0.0054,37.1902,0.1377,False,0,784,0.0,0,30,0.237,2916,12285,8626
v27,1,193,188,1374.5,221.1,60,1270.8,331.4,7,9.623,-0.0969,38.8825,0.1624,False,0,784,0.07,2,30,0.236,2917,12372,8684
v27,1,194,187,1478.2,224.6,60,1336.8,324.1,8,11.9748,0.1025,47.4922,0.136,False,0,784,0.07,2,30,0.234,2918,12458,8740
v27,1,195,179,1298.2,205.8,60,1230.5,410.0,3,10.8091,0.1585,42.6057,0.166,False,0,784,0.0,0,30,0.233,2921,12552,8794
v27,1,196,227,1208.7,200.9,60,1040.5,264.1,1,10.3777,0.0713,41.2277,0.1218,False,0,784,0.0,0,30,0.231,2922,12660,8851
v27,1,197,200,1338.5,216.1,60,963.8,303.6,1,9.3641,0.0289,37.3435,0.1264,False,0,784,0.0,0,30,0.229,2924,12759,8910
v27,1,198,225,1266.9,204.9,60,1194.5,255.6,1,10.6493,0.0497,42.4005,0.1191,False,0,784,0.0,0,30,0.227,2924,12885,8970
v27,1,199,204,1385.5,218.7,60,1156.6,280.4,2,8.1358,-0.0104,32.5876,0.1356,False,0,784,0.0,0,30,0.225,2924,12987,9029
v27,1,200,208,1377.3,216.3,60,1156.9,274.1,3,7.981,0.2078,31.0949,0.11,False,0,784,0.0,0,30,0.223,2925,13090,9087
v27,1,201,197,1354.3,224.3,60,1025.2,287.5,3,5.6445,0.063,22.3282,0.0997,False,0,784,0.03,1,30,0.222,2927,13191,9144
v27,1,202,212,1298.7,202.7,60,977.2,307.7,2,7.2534,0.0997,28.6165,0.0845,False,0,784,0.0,0,30,0.22,2927,13298,9203
v27,1,203,196,1300.9,207.6,60,1293.3,345.9,5,8.1266,0.0038,32.4932,0.1037,False,0,784,0.0,0,30,0.219,2929,13391,9261
v27,1,204,177,1266.8,210.9,60,1051.3,401.9,3,7.3314,0.0451,29.1474,0.1019,False,0,784,0.0,0,30,0.217,2931,13483,9317
v27,1,205,199,1326.6,207.8,60,1187.0,334.9,2,5.2033,0.0138,20.7598,0.0975,False,0,784,0.0,0,30,0.216,2932,13574,9376
v27,1,206,197,1305.6,209.3,60,1106.9,336.9,3,7.464,0.1745,29.16,0.1143,False,0,784,0.0,0,30,0.214,2933,13674,9434
v27,1,207,147,1372.9,213.0,60,1446.8,502.2,6,5.974,-0.0116,23.9459,0.1725,False,0,784,0.0,0,30,0.213,2935,13749,9491
v27,1,208,179,1319.7,208.4,60,1293.6,402.1,6,7.3897,0.0275,29.4518,0.1611,False,0,784,0.03,1,30,0.212,2937,13825,9546
v27,1,209,169,1301.5,197.7,60,1143.7,467.0,3,7.4273,0.033,29.5793,0.1203,False,0,784,0.0,0,30,0.211,2939,13916,9601
v27,1,210,146,1277.0,220.2,60,1191.6,488.2,3,7.4504,0.0728,29.5122,0.0999,False,0,784,0.0,0,30,0.21,2940,13996,9658
v27,1,211,175,1278.9,216.8,60,1061.1,391.6,0,9.5529,-0.0544,38.4307,0.0845,False,0,784,0.0,0,30,0.209,2940,14096,9716
v27,1,212,142,1212.7,198.6,60,1289.2,553.9,0,7.5555,-0.1115,30.6697,0.0933,False,0,784,0.0,0,30,0.208,2940,14166,9776
v27,1,213,165,1226.6,206.8,60,1017.8,455.3,3,8.309,0.0212,33.1531,0.089,False,0,784,0.0,0,30,0.206,2941,14243,9836
v27,1,214,150,1252.0,213.4,60,1089.9,490.6,0,7.8911,-0.0115,31.612,0.0811,False,0,784,0.0,0,30,0.205,2942,14325,9894
v27,1,215,132,1294.2,223.3,60,1212.6,532.7,0,7.0993,-0.0299,28.5191,0.1161,False,0,784,0.0,0,30,0.204,2942,14397,9954
v27,1,216,163,1286.2,200.8,60,1201.9,478.6,2,8.99,0.1414,35.3963,0.103,False,0,784,0.0,0,30,0.203,2942,14479,10014
v27,1,217,155,1250.9,219.9,60,1024.7,455.9,5,8.9593,0.0305,35.7164,0.0629,False,0,784,0.0,0,30,0.202,2943,14559,10072
v27,1,218,176,1291.4,201.8,60,985.3,432.1,0,8.6479,0.1484,33.9994,0.0637,False,0,784,0.0,0,30,0.201,2944,14642,10128
v27,1,219,162,1289.1,204.7,60,1243.6,471.3,0,8.7359,0.0416,34.7793,0.1057,False,0,784,0.0,0,30,0.2,2944,14722,10188
v27,1,220,182,1326.6,215.9,60,1083.3,369.2,3,9.9075,0.1249,39.1322,0.0861,False,0,784,0.03,1,30,0.199,2944,14815,10248
v27,1,221,152,1295.4,208.9,60,1145.9,494.7,2,7.5893,0.0399,30.1992,0.0904,False,0,784,0.03,1,30,0.198,2945,14890,10306
v27,1,222,177,1305.4,202.5,60,1082.4,426.5,1,7.5493,0.0043,30.1813,0.0748,False,0,784,0.0,0,30,0.197,2945,14978,10365
v27,1,223,173,1306.1,208.0,60,1187.3,424.1,4,10.1433,0.0386,40.42,0.0686,False,0,784,0.07,2,30,0.195,2945,15065,10424
v27,1,224,168,1357.3,213.5,60,1049.0,426.1,2,9.6127,0.0925,38.0823,0.0708,False,0,784,0.03,1,30,0.194,2947,15155,10482
v27,1,225,179,1307.0,216.0,60,995.4,379.6,4,9.7346,0.0062,38.9154,0.0894,False,0,784,0.0,0,30,0.193,2950,15255,10541
v27,1,226,176,1358.1,209.9,60,1121.4,408.3,4,9.7178,0.0756,38.5698,0.0564,False,0,784,0.0,0,30,0.192,2951,15338,10599
v27,1,227,160,1249.8,205.3,60,1000.2,476.5,0,9.0763,-0.0129,36.3595,0.1191,False,0,784,0.0,0,30,0.191,2954,15430,10655
v27,1,228,163,1278.0,201.0,60,1206.8,477.9,3,8.7334,0.0572,34.7064,0.0877,False,0,784,0.03,1,30,0.19,2954,15511,10715
v27,1,229,210,1280.4,199.7,60,1031.6,325.0,4,9.2472,0.0219,36.9035,0.0986,False,0,784,0.0,0,30,0.189,2957,15617,10773
v27,1,230,192,1333.4,212.6,60,1069.5,343.7,4,11.8198,0.0558,47.0575,0.0904,False,0,784,0.03,1,30,0.189,2960,15701,10830
v27,1,231,151,1220.9,199.4,60,965.6,522.2,1,9.5321,0.0519,37.9222,0.0719,False,0,784,0.0,0,30,0.188,2962,15777,10889
v27,1,232,163,1268.4,213.5,60,1031.5,444.1,5,8.6579,-0.0343,34.7698,0.05,False,0,784,0.03,1,30,0.187,2963,15857,10949
v27,1,233,191,1285.0,214.2,60,1214.1,342.3,7,11.0433,0.4052,42.5537,0.0722,False,0,784,0.0,0,30,0.186,2966,15960,11006
v27,1,234,179,1277.6,218.4,60,959.0,372.6,6,10.8147,0.0658,42.9979,0.111,False,0,784,0.1,3,30,0.185,2968,16054,11062
v27,1,235,212,1145.6,183.3,60,1017.5,376.2,1,11.186,0.0646,44.4871,0.086,False,0,784,0.03,1,30,0.183,2969,16189,11120
v27,1,236,191,1260.0,215.7,60,941.9,337.3,1,12.1615,0.0613,48.4022,0.071,False,0,784,0.0,0,30,0.182,2969,16278,11180
v27,1,237,189,1359.9,219.0,60,1070.8,334.2,1,10.1986,-0.0266,40.9024,0.0855,False,0,784,0.0,0,30,0.181,2971,16384,11239
v27,1,238,184,1224.4,218.8,60,986.6,353.1,0,9.0375,0.0343,36.0145,0.1036,False,0,784,0.0,0,30,0.18,2971,16483,11299
v27,1,239,210,1167.6,198.3,60,884.0,330.0,2,11.4818,0.0074,45.8988,0.0653,False,0,784,0.0,0,30,0.179,2971,16602,11359
v27,1,240,206,1257.1,210.7,60,1110.4,300.6,0,11.9015,0.0483,47.4147,0.0962,False,0,784,0.0,0,30,0.178,2971,16708,11417
v27,1,241,198,1167.0,206.9,60,1143.2,341.4,2,11.1546,0.0843,44.2829,0.0896,False,0,784,0.0,0,30,0.177,2971,16820,11477
v27,1,242,193,1192.1,216.0,60,1122.1,329.1,4,9.4336,0.0687,37.4614,0.0964,False,0,784,0.0,0,30,0.176,2973,16914,11535
v27,1,243,185,1233.4,203.5,60,1322.1,396.5,4,10.7118,0.0803,42.5283,0.1108,False,0,784,0.0,0,30,0.175,2974,16999,11591
v27,1,244,223,1146.1,202.0,60,1021.0,273.1,5,11.8682,0.0742,47.178,0.0964,False,0,784,0.0,0,30,0.174,2977,17117,11647
v27,1,245,197,1202.6,199.0,60,1085.7,370.8,3,10.8554,0.0532,43.2106,0.0849,False,0,784,0.0,0,30,0.173,2978,17220,11704
v27,1,246,178,1201.3,209.8,60,946.5,401.7,1,7.954,-0.0264,31.9223,0.0462,False,0,784,0.03,1,30,0.172,2980,17310,11762
v27,1,247,192,1229.9,211.7,60,869.4,346.7,2,8.2345,0.0659,32.6753,0.0487,False,0,784,0.03,1,30,0.171,2980,17402,11822
v27,1,248,183,1256.2,205.0,60,1387.8,398.7,8,8.0085,0.0104,31.9939,0.0942,False,0,784,0.03,1,30,0.17,2981,17500,11881
v27,1,249,230,1232.5,191.9,60,1084.3,288.4,1,12.6784,0.2255,49.8137,0.1015,False,0,784,0.0,0,30,0.169,2982,17621,11935
v27,2,0,123,696.5,335.2,60,510.3,336.9,114,4.6825,-0.0118,18.7936,1.7767,False,744,784,0.0,0,0,0.0,0,0,0
v27,2,1,91,926.5,480.9,60,661.2,294.6,134,3.8552,-0.0384,15.5992,1.7521,False,704,784,0.93,26,28,0.0,0,5,9
v27,2,2,250,500.8,189.6,60,683.6,233.8,94,4.2199,-0.0913,17.265,1.7127,False,624,784,0.07,2,30,0.0,0,13,19
v27,2,3,232,567.3,204.3,60,581.5,234.1,63,4.072,0.0302,16.1861,1.6831,False,544,784,0.0,0,30,0.0,0,22,46
v27,2,4,173,786.0,285.8,60,631.3,200.0,59,4.9616,0.0316,19.74,1.6515,False,464,784,0.0,0,30,0.0,0,24,83
v27,2,5,528,414.5,96.4,60,731.5,176.1,42,7.3434,-0.0169,29.4503,1.6278,False,384,784,0.0,0,30,0.0,0,33,127
v27,2,6,761,352.4,66.6,60,786.6,178.9,25,11.0487,-0.007,44.2292,1.5875,False,384,784,0.03,1,30,0.0,0,48,173
v27,2,7,646,383.6,83.7,60,625.3,123.2,10,5.4038,0.0536,21.412,1.6485,False,344,784,0.0,0,30,0.0,0,60,219
v27,2,8,619,354.6,92.2,60,404.3,73.3,7,5.5686,-0.0633,22.5376,1.6276,False,304,784,0.0,0,30,0.0,0,73,271
v27,2,9,596,365.3,93.9,60,412.9,91.5,6,5.0478,0.0082,20.1704,1.6297,False,304,784,0.0,0,30,0.0,0,81,328
v27,2,10,588,391.7,93.9,60,483.7,103.5,8,6.6863,-0.0588,26.99,1.5964,False,304,784,0.07,2,30,0.011,1,93,385
v27,2,11,478,561.5,118.4,60,416.9,81.1,3,9.1123,-0.0526,36.6696,1.5676,False,264,784,0.03,1,30,0.01,1,102,440
v27,2,12,512,534.8,109.8,60,449.1,87.0,4,8.1386,-0.0988,32.9621,1.5426,False,264,784,0.03,1,30,0.01,1,105,499
v27,2,13,477,598.1,117.6,60,512.2,89.3,4,9.4404,-0.0293,37.8883,1.5179,False,264,784,0.03,1,30,0.009,1,112,556
v27,2,14,434,625.1,117.9,60,914.6,171.0,13,10.4948,-0.0156,42.0497,1.463,False,264,784,0.0,0,30,0.008,1,122,614
v27,2,15,486,585.6,111.9,60,691.6,117.8,8,9.5916,-0.1387,38.9268,1.3853,False,224,784,0.0,0,30,0.008,1,132,665
v27,2,16,432,650.9,121.1,60,886.8,152.1,13,12.3314,0.1019,48.925,1.3693,False,224,784,0.03,1,30,0.007,1,138,723
v27,2,17,370,722.0,137.3,60,891.1,177.4,14,13.3224,0.0778,52.9826,1.3027,False,184,784,0.07,2,30,0.007,1,142,777
v27,2,18,313,827.8,163.8,60,868.1,169.3,14,10.8419,0.0456,43.1916,1.3164,False,144,784,0.13,4,30,0.007,1,149,829
v27,2,19,392,774.6,134.4,60,827.4,146.1,8,12.4934,0.0142,49.9234,1.2881,False,104,784,0.07,2,30,0.006,1,154,883
v27,2,20,319,890.1,150.9,60,1278.4,222.0,12,10.493,-0.0099,42.0182,1.326,False,64,784,0.03,1,30,0.006,1,163,938
v27,2,21,331,991.7,160.1,60,902.9,140.8,6,12.6354,0.0436,50.3759,1.2973,False,24,784,0.07,2,30,0.006,1,181,990
v27,2,22,328,998.5,163.4,60,848.4,130.9,8,13.153,0.0551,52.4021,1.3373,False,24,784,0.07,2,30,0.005,1,194,1048
v27,2,23,313,1016.1,165.3,60,1042.4,161.5,8,12.0696,0.0508,48.0851,1.3045,False,24,784,0.03,1,30,0.005,1,204,1106
v27,2,24,272,1098.0,180.5,60,1251.2,205.9,11,9.5882,-0.0295,38.4814,1.3286,False,0,784,0.1,3,30,0.003,1,346,1161
v27,2,25,249,1198.9,196.8,60,1323.8,207.1,7,13.4427,-0.0184,53.8566,1.3218,False,0,784,0.07,2,30,0.011,5,469,1214
v27,2,26,244,1238.8,197.9,60,1318.5,219.2,12,10.5631,-0.0326,42.3948,1.2922,False,0,784,0.07,2,30,0.015,9,601,1270
v27,2,27,222,1273.2,206.8,60,1464.7,258.9,19,10.4172,-0.0134,41.7354,1.2635,False,0,784,0.07,2,30,0.024,17,720,1322
v27,2,28,227,1250.3,197.6,60,1563.6,276.4,14,12.0775,0.017,48.2555,1.2552,False,0,784,0.03,1,30,0.03,25,840,1369
v27,2,29,190,1374.7,225.2,60,1637.5,310.8,21,9.7584,-0.0429,39.2199,1.2665,False,0,784,0.07,2,30,0.038,36,944,1418
v27,2,30,204,1338.2,226.4,60,1459.9,254.3,24,10.8758,0.0792,43.2012,1.2107,False,0,784,0.23,7,30,0.044,46,1045,1463
v27,2,31,194,1416.4,226.6,60,1580.0,291.5,17,10.696,0.1045,42.382,1.2163,False,0,784,0.1,3,30,0.047,54,1152,1511
v27,2,32,172,1503.5,241.2,60,1846.2,332.6,22,8.0604,-0.011,32.3019,1.1818,False,0,784,0.1,3,30,0.052,65,1248,1559
v27,2,33,146,1673.3,276.6,60,1916.1,351.1,30,7.0766,-0.0245,28.422,1.1582,False,0,784,0.23,7,30,0.058,77,1331,1604
v27,2,34,138,1634.9,273.4,60,1961.2,395.1,32,6.6891,-0.0613,27.0219,1.2141,False,0,784,0.27,8,30,0.061,86,1404,1645
v27,2,35,163,1563.2,245.7,60,1931.1,356.5,29,9.0648,-0.0209,36.3608,1.095,False,0,784,0.17,5,30,0.066,99,1494,1684
v27,2,36,158,1578.1,258.7,60,1749.9,342.6,31,8.5778,-0.0406,34.4925,1.063,False,0,784,0.2,6,30,0.075,118,1581,1723
v27,2,37,147,1659.8,284.2,60,1714.9,327.6,34,9.1444,0.0383,36.4437,1.0591,False,0,784,0.13,4,30,0.081,135,1674,1764
v27,2,38,140,1679.1,276.5,60,1975.8,378.8,35,7.2874,-0.01,29.2085,1.0034,False,0,784,0.23,7,30,0.086,150,1748,1805
v27,2,39,120,1743.6,289.4,60,2258.4,445.3,37,8.0113,0.0733,31.7725,1.0611,False,0,784,0.3,9,30,0.09,163,1811,1844
v27,2,40,121,1773.9,281.6,60,2177.2,456.0,40,7.5933,-0.0495,30.592,1.0807,False,0,784,0.2,6,30,0.093,175,1879,1881
v27,2,41,103,2003.2,354.3,60,2045.4,415.7,45,6.8757,0.0371,27.3744,1.0344,False,0,784,0.33,10,30,0.104,202,1948,1912
v27,2,42,111,1938.5,338.4,60,2045.9,398.1,46,5.5012,0.0169,21.9571,1.0164,False,0,784,0.33,10,30,0.113,228,2014,1947
v27,2,43,107,2127.7,386.4,60,1920.8,334.9,44,6.8534,-0.0083,27.4657,0.9731,False,0,784,0.37,11,30,0.124,259,2086,1983
v27,2,44,101,2109.8,402.8,60,1803.3,345.9,47,5.5167,-0.0022,22.0962,1.0328,False,0,784,0.47,14,30,0.132,284,2147,2026
v27,2,45,93,2198.4,412.1,60,1970.4,385.2,52,5.4222,-0.0401,21.8686,0.9974,False,0,784,0.47,14,30,0.138,303,2198,2070
v27,2,46,110,2161.0,380.0,60,1866.6,327.4,44,5.3147,-0.0371,21.4258,0.946,False,0,784,0.57,17,30,0.142,322,2260,2106
v27,2,47,99,2181.4,398.3,60,2036.5,366.9,51,5.7152,-0.0006,22.8818,0.9506,False,0,784,0.57,17,30,0.147,340,2311,2148
v27,2,48,100,2273.7,421.4,60,1774.0,321.7,54,5.2881,-0.0764,21.4753,0.8921,False,0,784,0.6,18,30,0.154,366,2373,2185
v27,2,49,83,2633.9,506.2,60,1782.7,323.8,53,5.235,0.0309,20.8344,0.925,False,0,784,0.67,20,30,0.16,387,2423,2224
v27,2,50,97,2506.6,490.5,60,1422.0,231.0,53,4.3323,-0.0258,17.45,0.8837,False,0,784,0.57,17,30,0.168,416,2483,2264
v27,2,51,100,2326.2,422.3,60,1764.5,320.1,51,6.1398,0.0655,24.3136,0.8357,False,0,784,0.43,13,30,0.172,437,2537,2312
v27,2,52,78,2581.6,472.8,60,2128.0,409.3,54,4.6577,0.0457,18.4641,0.8122,False,0,784,0.37,11,30,0.178,462,2589,2352
v27,2,53,91,2413.0,463.8,60,1794.4,320.6,55,5.0816,-0.0067,20.3702,0.8533,False,0,784,0.47,14,30,0.188,496,2640,2386
v27,2,54,87,2390.1,449.8,60,1928.2,371.8,56,5.1588,0.001,20.6476,0.8352,False,0,784,0.6,18,30,0.193,519,2687,2427
v27,2,55,103,2403.6,441.7,60,1755.6,265.7,50,6.5675,0.0132,26.2321,0.7636,False,0,784,0.5,15,30,0.202,557,2760,2463
v27,2,56,79,2637.1,507.5,60,2029.6,355.8,58,4.8181,0.0273,19.1801,0.8588,False,0,784,0.37,11,30,0.209,588,2813,2509
v27,2,57,91,2373.9,446.6,60,1934.2,346.6,54,6.311,0.074,24.9642,0.8222,False,0,784,0.63,19,30,0.213,610,2861,2547
v27,2,58,89,2589.0,502.7,60,1671.7,278.4,56,3.754,-0.1058,15.4552,0.8179,False,0,784,0.7,21,30,0.218,637,2916,2586
v27,2,59,93,2378.2,443.4,60,1891.1,336.8,50,6.8378,0.0917,27.0001,0.7889,False,0,784,0.53,16,30,0.223,661,2968,2630
v27,2,60,82,2563.6,496.1,60,1930.6,346.0,59,5.5571,0.0484,22.0512,0.835,False,0,784,0.67,20,30,0.227,685,3018,2673
v27,2,61,83,2805.5,540.9,60,1652.0,275.8,55,3.7949,-0.0389,15.3516,0.8138,False,0,784,0.53,16,30,0.234,720,3074,2711
v27,2,62,71,3029.6,603.7,60,1723.8,309.6,58,3.3532,-0.0179,13.4999,0.7927,False,0,784,0.57,17,30,0.241,752,3115,2756
v27,2,63,97,2387.6,427.4,60,1830.4,333.1,51,7.5783,0.027,30.2196,0.7313,False,0,784,0.53,16,30,0.245,777,3174,2799
v27,2,64,75,2681.8,491.1,60,2192.1,410.1,55,5.0712,0.0671,20.031,0.7297,False,0,784,0.57,17,30,0.249,802,3224,2839
v27,2,65,82,2627.6,511.5,60,1858.8,324.9,58,4.8682,-0.0292,19.6042,0.7257,False,0,784,0.67,20,30,0.254,834,3282,2874
v27,2,66,84,2689.4,489.0,60,2009.0,339.4,55,4.7189,0.0426,18.7186,0.6786,False,0,784,0.67,20,30,0.257,859,3337,2914
v27,2,67,75,3019.3,579.3,60,1766.0,299.9,55,4.3958,-0.0112,17.6415,0.6923,False,0,784,0.7,21,30,0.263,893,3391,2953
v27,2,68,74,2974.2,564.4,60,1916.7,327.9,57,4.068,-0.0269,16.3935,0.71,False,0,784,0.53,16,30,0.267,917,3433,2998
v27,2,69,81,2978.5,566.3,60,1579.0,259.4,54,3.8763,-0.0377,15.67,0.7124,False,0,784,0.93,28,30,0.272,946,3481,3038
v27,2,70,85,2756.0,498.5,60,1848.4,317.8,52,4.9302,0.0348,19.5938,0.6308,False,0,784,0.6,18,30,0.274,966,3530,3086
v27,2,71,80,2837.7,544.3,60,1798.0,298.2,58,5.4958,0.1344,21.4596,0.708,False,0,784,0.7,21,30,0.278,993,3575,3129
v27,2,72,74,2862.7,543.1,60,1949.2,354.2,58,4.5248,0.0555,17.8898,0.6502,False,0,784,0.57,17,30,0.282,1020,3618,3171
v27,2,73,69,3115.3,597.2,60,1930.2,337.3,57,3.4016,-0.0292,13.7361,0.6355,False,0,784,0.57,17,30,0.288,1054,3663,3210
v27,2,74,70,2992.1,570.5,60,1955.4,358.5,57,4.2283,-0.0692,17.2024,0.6208,False,0,784,0.67,20,30,0.291,1078,3704,3251
v27,2,75,69,2757.5,529.0,60,2187.4,415.7,58,4.0355,0.0036,16.1403,0.6335,False,0,784,0.57,17,30,0.294,1105,3754,3289
v27,2,76,74,2846.5,525.5,60,2085.2,375.9,55,4.9539,0.0955,19.446,0.6189,False,0,784,0.6,18,30,0.298,1134,3804,3324
v27,2,77,72,2729.7,497.8,60,2352.1,426.6,56,3.1132,-0.0858,12.8071,0.5604,False,0,784,0.4,12,30,0.302,1163,3852,3362
v27,2,78,73,2715.0,484.6,60,2321.8,434.4,53,3.2458,-0.0443,13.1709,0.5219,False,0,784,0.57,17,30,0.304,1186,3897,3397
v27,2,79,65,3087.2,605.1,60,2010.4,368.4,57,3.7054,-0.0463,15.0188,0.5955,False,0,784,0.63,19,30,0.309,1217,3938,3432
v27,2,80,66,2809.8,522.9,60,2393.2,448.8,58,4.5221,0.0158,18.0364,0.5761,False,0,784,0.53,16,30,0.312,1241,3982,3473
v27,2,81,74,2852.7,523.4,60,2096.0,378.4,55,4.0399,0.0223,16.082,0.5679,False,0,784,0.5,15,30,0.315,1268,4027,3504
v27,2,82,67,2935.9,556.5,60,2127.7,402.6,55,2.762,-0.035,11.1984,0.5379,False,0,784,0.4,12,30,0.32,1301,4071,3542
v27,2,83,76,3036.6,556.3,60,1869.3,319.4,54,4.8259,0.0865,18.9687,0.5524,False,0,784,0.6,18,30,0.322,1324,4111,3581
v27,2,84,69,3059.7,576.1,60,2011.7,361.4,58,3.4117,-0.034,13.7936,0.5295,False,0,784,0.7,21,30,0.325,1348,4148,3623
v27,2,85,75,2762.7,486.3,60,2220.3,416.2,54,3.6343,0.0078,14.5172,0.5477,False,0,784,0.47,14,30,0.327,1368,4186,3661
v27,2,86,69,2760.7,487.4,60,2364.9,463.5,53,4.1835,0.0569,16.5167,0.5265,False,0,784,0.4,12,30,0.329,1395,4234,3695
v27,2,87,68,2796.7,505.6,60,2355.0,451.0,56,3.3855,-0.0574,13.7823,0.5301,False,0,784,0.43,13,30,0.333,1425,4283,3726
v27,2,88,66,3169.8,608.3,60,1940.9,354.8,55,4.5459,0.0936,17.8196,0.5191,False,0,784,0.63,19,30,0.336,1455,4331,3758
v27,2,89,61,2773.9,501.3,60,2626.5,514.4,57,3.201,-0.0608,13.058,0.5446,False,0,784,0.4,12,30,0.338,1475,4366,3800
v27,2,90,72,2559.7,448.8,60,2564.3,485.5,55,4.1612,0.0189,16.5796,0.5284,False,0,784,0.5,15,30,0.34,1500,4416,3829
v27,2,91,61,2826.4,514.7,60,2487.4,500.7,55,4.5162,0.0932,17.702,0.5002,False,0,784,0.53,16,30,0.341,1521,4455,3858
v27,2,92,53,2891.0,546.3,60,2551.7,541.4,55,3.293,-0.0365,13.3275,0.4773,False,0,784,0.67,20,30,0.345,1550,4499,3890
v27,2,93,58,2697.7,511.4,60,2580.6,529.6,56,2.7805,-0.0331,11.2642,0.4874,False,0,784,0.6,18,30,0.347,1574,4536,3923
v27,2,94,62,2854.4,514.0,60,2574.0,492.9,56,4.0313,0.0174,16.0638,0.4135,False,0,784,0.5,15,30,0.349,1600,4581,3955
v27,2,95,50,2959.5,551.8,60,2803.4,564.2,59,4.6396,0.0839,18.2321,0.4552,False,0,784,0.7,21,30,0.352,1627,4623,3986
v27,2,96,60,2942.1,550.7,60,2390.2,473.3,55,3.1399,0.0028,12.558,0.4708,False,0,784,0.67,20,30,0.354,1652,4669,4013
v27,2,97,52,2828.6,516.7,60,2782.5,576.2,57,3.5223,-0.0444,14.2758,0.4505,False,0,784,0.5,15,30,0.356,1673,4704,4047
v27,2,98,71,2818.3,515.4,60,2259.9,414.1,54,2.6788,-0.0987,11.1175,0.3659,False,0,784,0.63,19,30,0.357,1697,4748,4073
v27,2,99,56,3099.3,593.6,60,2301.9,470.0,55,3.3,0.0345,13.0703,0.4342,False,0,784,0.7,21,30,0.36,1723,4788,4111
v27,2,100,53,3223.1,606.4,60,2510.8,488.3,57,3.2825,-0.0096,13.1773,0.4439,False,0,784,0.67,20,30,0.363,1752,4831,4149
v27,2,101,64,2770.6,500.2,60,2460.2,490.5,53,3.3081,-0.0472,13.4292,0.3937,False,0,784,0.37,11,30,0.365,1778,4871,4181
v27,2,102,65,2851.9,530.6,60,2379.5,449.2,57,3.284,0.0174,13.0748,0.4331,False,0,784,0.5,15,30,0.367,1802,4910,4214
v27,2,103,55,3072.7,585.0,60,2379.0,487.8,55,2.7281,-0.0266,11.027,0.4214,False,0,784,0.6,18,30,0.369,1828,4949,4248
v27,2,104,60,3034.8,579.0,60,2383.1,445.0,57,3.4756,0.0412,13.746,0.4188,False,0,784,0.63,19,30,0.372,1856,4993,4283
v27,2,105,44,2840.7,507.7,60,3072.1,651.7,57,2.8648,-0.063,11.7184,0.3739,False,0,784,0.67,20,30,0.373,1873,5025,4319
v27,2,106,49,2821.0,514.9,60,2859.0,603.5,58,3.7342,0.0173,14.8755,0.3956,False,0,784,0.47,14,30,0.376,1906,5070,4341
v27,2,107,68,2668.4,475.2,60,2610.9,485.5,54,4.5675,0.1004,17.8755,0.362,False,0,784,0.53,16,30,0.378,1934,5117,4364
v27,2,108,60,2900.8,549.5,60,2462.9,474.4,59,3.748,0.027,14.8913,0.3746,False,0,784,0.7,21,30,0.38,1963,5165,4397
v27,2,109,59,2632.6,440.7,60,2879.9,590.6,55,3.5054,0.0097,13.9899,0.3479,False,0,784,0.37,11,30,0.381,1985,5208,4430
v27,2,110,70,2714.4,466.9,60,2528.4,479.2,51,6.9438,0.2258,26.8793,0.3675,False,0,784,0.5,15,30,0.382,2015,5268,4454
v27,2,111,59,2772.5,506.3,60,2591.9,526.1,54,3.9227,0.0408,15.535,0.3768,False,0,784,0.5,15,30,0.384,2042,5311,4488
